cluster,repo_id,subjects,topics,combinations
13,102030660,"['fluid', 'powerful', 'simulation', 'plugin', 'quality', 'fluid', 'source', 'creation', 'suite']","['fluid', 'powerful', 'simulation', 'plugin', 'quality', 'fluid', 'source', 'creation', 'suite']",['c python']
13,105666776,"['reusable', 'library']","['reusable', 'library']",['objective-c ruby']
1,89835496,"['online', 'activation']","['online', 'activation']",['css html shell']
1,163549671,"['mysql', 'binlog', 'storage', 'system']","['mysql', 'binlog', 'storage', 'system']",['makefile shell']
13,10066282,"['dimensional', 'collision', 'detection', 'library']","['dimensional', 'collision', 'detection', 'library']",['makefile shell']
39,15646954,"['script', 'download', 'subtitle', 'series', 'episode']","['script', 'download', 'subtitle', 'series', 'episode']",['batchfile shell']
19,109392373,"['spring', 'security']","['spring', 'security']",['dockerfile html javascript']
35,19989605,['certificate'],['certificate'],['makefile python shell']
48,58395340,['capability'],['capability'],['makefile shell']
1,138679609,['cloudcpp'],['cloudcpp'],['html javascript makefile']
13,569495,"['source', 'phone', 'system']","['source', 'phone', 'system']",['css html javascript shell']
39,95213972,"['simple', 'parallax', 'header']","['simple', 'parallax', 'header']",['objective-c ruby']
15,4008167,"['simple', 'jquery', 'table', 'sorter', 'plugin']","['simple', 'jquery', 'table', 'sorter', 'plugin']",['css html']
36,87239202,"['angular', 'firebase', 'progressive', 'starter']","['angular', 'firebase', 'progressive', 'starter']",['dockerfile html javascript']
9,12780291,['interface'],['interface'],['html javascript makefile']
15,38764670,['oracle'],['oracle'],['java shell']
13,4975854,"['window', 'driver', 'installer', 'library', 'device']","['window', 'driver', 'installer', 'library', 'device']",['c++ makefile shell']
1,9355482,"['noriben', 'malware', 'analysis', 'sandbox']","['noriben', 'malware', 'analysis', 'sandbox']",['batchfile shell']
23,555313,"['happy', 'editor', 'gitlab']","['happy', 'editor', 'gitlab']",['makefile shell']
1,771294,"['iconv', 'binding']","['iconv', 'binding']",['c++ python']
29,12179932,"['angularjs', 'directive', 'bootstrap']","['angularjs', 'directive', 'bootstrap']",['html javascript']
1,83496974,['mongodb'],['mongodb'],['css html shell']
1,28889353,"['application', 'epichrome', 'epichrome', 'helper']","['application', 'epichrome', 'epichrome', 'helper']",['html javascript makefile']
1,88608345,"['kubernetes', 'reboot', 'daemon']","['kubernetes', 'reboot', 'daemon']",['dockerfile makefile']
4,53374688,"['bayesian', 'classification', 'service']","['bayesian', 'classification', 'service']",['css html python']
24,86668534,['framework'],['framework'],['c makefile']
8,23081251,"['framework', 'library']","['framework', 'library']",['css javascript']
13,3499459,"['copycopter', 'server', 'source', 'service']","['copycopter', 'server', 'source', 'service']",['css html javascript']
1,66083213,"['template', 'bootstrap', 'clean', 'vinyl', 'bower', 'support', 'template', 'contains', 'htaccess', 'server']","['template', 'bootstrap', 'clean', 'vinyl', 'bower', 'support', 'template', 'contains', 'htaccess', 'server']",['css html']
31,188316989,"['quick', 'scanner', 'bluekeep', 'vulnerability']","['quick', 'scanner', 'bluekeep', 'vulnerability']",['dockerfile makefile']
1,126034926,"['tensorflow', 'implementation', 'pyramid', 'network', 'multi', 'person', 'estimation']","['tensorflow', 'implementation', 'pyramid', 'network', 'multi', 'person', 'estimation']",['c++ makefile shell']
1,37421331,"['daily', 'packt', 'ebook', 'packtpub', 'learning']","['daily', 'packt', 'ebook', 'packtpub', 'learning']",['html javascript']
31,84097963,"['manage', 'composer', 'config']","['manage', 'composer', 'config']",['dockerfile makefile']
1,103062798,"['youtube', 'tutorial']","['youtube', 'tutorial']",['css html javascript']
13,46496316,"['arduino', 'library', 'device', 'arduino', 'leonardo', 'arduino', 'micro']","['arduino', 'library', 'device', 'arduino', 'leonardo', 'arduino', 'micro']",['batchfile shell']
1,53626965,"['performant', 'module', 'making', 'native', 'position', 'sticky', 'statefull', 'sticky', 'browser']","['performant', 'module', 'making', 'native', 'position', 'sticky', 'statefull', 'sticky', 'browser']",['css html']
1,59773356,"['dynamic', 'background', 'color', 'uivisualeffectview', 'subclass']","['dynamic', 'background', 'color', 'uivisualeffectview', 'subclass']",['objective-c ruby']
0,80581591,['library'],['library'],['objective-c ruby']
36,73436648,"['socket', 'angular', 'angular', 'material', 'component']","['socket', 'angular', 'angular', 'material', 'component']",['css html javascript']
15,120207630,"['iconic', 'toolkit']","['iconic', 'toolkit']",['html javascript makefile']
23,16677055,['visualization'],['visualization'],['css html shell']
39,102099689,"['vuejs', 'notification', 'center']","['vuejs', 'notification', 'center']",['css html javascript shell']
15,1872254,"['programmatic', 'support']","['programmatic', 'support']",['html javascript shell']
42,4220253,"['ultimate', 'framework', 'responsive']","['ultimate', 'framework', 'responsive']",['css shell']
9,3329435,['interface'],['interface'],['css html']
26,163480400,"['tensorflow', 'implementation']","['tensorflow', 'implementation']",['python shell']
30,74888257,['customization'],['customization'],['makefile shell']
11,15657128,['front'],['front'],['javascript python']
13,57257111,"['simple', 'header', 'argument', 'parser', 'library', 'standard', 'argparse', 'library']","['simple', 'header', 'argument', 'parser', 'library', 'standard', 'argparse', 'library']",['makefile python']
23,155203510,['frozen'],['frozen'],['css html javascript shell']
1,37613809,"['efficient', 'usenet', 'downloader']","['efficient', 'usenet', 'downloader']",['css html javascript shell']
39,120264700,"['bitcoin', 'protocol', 'toolkit']","['bitcoin', 'protocol', 'toolkit']",['ruby shell']
10,22494900,"['monitor', 'command']","['monitor', 'command']",['objective-c shell']
4,28763547,['mutiple'],['mutiple'],['ruby shell']
1,56901410,"['interface', 'webrtc', 'voice', 'activity']","['interface', 'webrtc', 'voice', 'activity']",['c++ python']
39,209379,"['maxmind', 'geoip', 'geographic', 'location', 'address']","['maxmind', 'geoip', 'geographic', 'location', 'address']",['css html python']
13,50424341,"['radeon', 'intersection', 'acceleration', 'library', 'software', 'multiplatforms']","['radeon', 'intersection', 'acceleration', 'library', 'software', 'multiplatforms']",['c python']
13,9667424,"['webgl', 'earth', 'source']","['webgl', 'earth', 'source']",['css html makefile']
13,17181837,"['source', 'typography']","['source', 'typography']",['css javascript']
11,15216146,"['monkey', 'front']","['monkey', 'front']",['css html makefile']
13,56289751,"['versatile', 'video', 'library']","['versatile', 'video', 'library']",['makefile shell']
1,1323052,"['foreign', 'function', 'layer']","['foreign', 'function', 'layer']",['c makefile']
1,592109,"['bloom', 'filter']","['bloom', 'filter']",['makefile python']
39,16865424,"['synchronize', 'calendar']","['synchronize', 'calendar']",['makefile shell']
43,46008487,"['reality', 'application']","['reality', 'application']",['html makefile']
39,70405572,"['simple', 'customizable', 'calendar', 'component', 'calendar']","['simple', 'customizable', 'calendar', 'component', 'calendar']",['objective-c ruby']
26,8309253,"['stack', 'implementation']","['stack', 'implementation']",['makefile python shell']
1,59018415,"['lexvec', 'result', 'multiple']","['lexvec', 'result', 'multiple']",['makefile python shell']
1,53397944,"['application', 'image', 'image', 'rotation', 'option', 'abstract', 'storage', 'store', 'image', 'provider']","['application', 'image', 'image', 'rotation', 'option', 'abstract', 'storage', 'store', 'image', 'provider']",['dockerfile shell']
13,27509416,"['simple', 'virtual', 'library']","['simple', 'virtual', 'library']",['css html javascript']
15,4769450,"['jquery', 'socialshareprivacy', 'klick', 'datenschutz', 'heise']","['jquery', 'socialshareprivacy', 'klick', 'datenschutz', 'heise']",['css shell']
13,88831074,"['source', 'reference', 'implementation']","['source', 'reference', 'implementation']",['css html javascript shell']
1,72463633,"['serverless', 'reference', 'authorization', 'pattern', 'amazon', 'amazon']","['serverless', 'reference', 'authorization', 'pattern', 'amazon', 'amazon']",['css html javascript shell']
39,108945912,"['fastq', 'preprocessor']","['fastq', 'preprocessor']",['c makefile']
1,36959719,"['docker', 'tutorial', 'series']","['docker', 'tutorial', 'series']",['dockerfile makefile']
0,12526458,['library'],['library'],['makefile python']
43,174852500,"['complex', 'application']","['complex', 'application']",['css javascript']
7,10113876,"['bootstrap', 'layoutit']","['bootstrap', 'layoutit']",['css javascript']
1,25056806,"['strava', 'elevate', 'track', 'analyse', 'activity', 'segment', 'thomaschampagne', 'github']","['strava', 'elevate', 'track', 'analyse', 'activity', 'segment', 'thomaschampagne', 'github']",['dockerfile html javascript']
31,8358935,"['project', 'language', 'agnostic', 'backend']","['project', 'language', 'agnostic', 'backend']",['makefile python']
15,15600117,"['gesture', 'recognition', 'toolkit']","['gesture', 'recognition', 'toolkit']",['makefile python shell']
31,20745736,"['command', 'argument', 'parser']","['command', 'argument', 'parser']",['makefile python shell']
23,66172698,"['collection', 'social', 'medium', 'analytics']","['collection', 'social', 'medium', 'analytics']",['html javascript']
22,745678,['pixelbeat'],['pixelbeat'],['html python']
1,60985120,"['native', 'macos', 'application', 'bundle']","['native', 'macos', 'application', 'bundle']",['makefile python shell']
15,1177157,"['jquery', 'range', 'selection', 'slider', 'support']","['jquery', 'range', 'selection', 'slider', 'support']",['css html']
13,131020675,"['curtain', 'lightweight', 'vanilla', 'webgl', 'library', 'element']","['curtain', 'lightweight', 'vanilla', 'webgl', 'library', 'element']",['css javascript']
1,25606702,"['security', 'researcher', 'drupal', 'silverstripe']","['security', 'researcher', 'drupal', 'silverstripe']",['dockerfile html']
17,133618047,['pwaapp'],['pwaapp'],['css html javascript']
1,162036134,"['pytorch', 'implementation', 'instagan', 'instance', 'aware', 'image', 'translation']","['pytorch', 'implementation', 'instagan', 'instance', 'aware', 'image', 'translation']",['html shell']
26,1675632,['implementation'],['implementation'],['css html shell']
23,30487824,"['medium', 'editor', 'markdown', 'support']","['medium', 'editor', 'markdown', 'support']",['css html']
8,81348108,"['honeypot', 'framework']","['honeypot', 'framework']",['dockerfile shell']
13,1762831,['integration'],['integration'],['html javascript']
13,298328,"['small', 'library', 'console', 'output']","['small', 'library', 'console', 'output']",['css html']
23,143447275,"['baidu', 'tqgcanlosqzvopbq']","['baidu', 'tqgcanlosqzvopbq']",['makefile python']
1,48436495,"['elegant', 'theme']","['elegant', 'theme']",['css html']
0,73010429,"['library', 'native', 'library']","['library', 'native', 'library']",['c++ makefile shell']
1,78737622,"['token', 'authentication']","['token', 'authentication']",['dockerfile shell']
1,124406046,"['handy', 'filepond', 'adapter', 'component']","['handy', 'filepond', 'adapter', 'component']",['css html']
1,38416915,"['movie', 'recommender', 'movielens', 'dataset']","['movie', 'recommender', 'movielens', 'dataset']",['python shell']
39,74377565,"['simple', 'refresh', 'control', 'graphic']","['simple', 'refresh', 'control', 'graphic']",['ruby shell']
15,632350,"['lightweight', 'jquery', 'plugin']","['lightweight', 'jquery', 'plugin']",['css html']
4,205403,"['apache', 'ofbiz']","['apache', 'ofbiz']",['css html javascript shell']
1,41223710,"['column', 'jekyll', 'theme']","['column', 'jekyll', 'theme']",['html javascript']
1,91004353,"['tandem', 'cross', 'collaborative', 'editing']","['tandem', 'cross', 'collaborative', 'editing']",['javascript shell']
18,847744,"['tobias', 'template', 'language']","['tobias', 'template', 'language']",['css html']
37,12957983,"['webodf', 'document', 'engine']","['webodf', 'document', 'engine']",['css html shell']
39,52634092,"['control', 'manages', 'configuration', 'workflow']","['control', 'manages', 'configuration', 'workflow']",['css html javascript shell']
23,25319462,"['rappor', 'privacy']","['rappor', 'privacy']",['css html javascript shell']
13,111306296,"['source', 'inbox', 'gmail', 'desktop']","['source', 'inbox', 'gmail', 'desktop']",['css html']
31,109823996,"['attacker', 'website', 'vulnerability', 'scanner', 'exploiter']","['attacker', 'website', 'vulnerability', 'scanner', 'exploiter']",['html shell']
31,225393289,"['language', 'model', 'optimization', 'technique', 'huawei']","['language', 'model', 'optimization', 'technique', 'huawei']",['dockerfile shell']
7,48928882,"['medium', 'clone']","['medium', 'clone']",['css html javascript']
1,18365504,"['openjdk', 'hotspot', 'javac']","['openjdk', 'hotspot', 'javac']",['html makefile shell']
1,93194639,"['laravel', 'blade', 'directive']","['laravel', 'blade', 'directive']",['css html javascript']
6,102761243,"['component', 'mobile', 'robotics']","['component', 'mobile', 'robotics']",['python shell']
15,124128297,"['cyclone', 'blueprint', 'collection', 'layout']","['cyclone', 'blueprint', 'collection', 'layout']",['ruby shell']
1,109095871,"['tailwind', 'frontend', 'preset', 'laravel', 'framework']","['tailwind', 'frontend', 'preset', 'laravel', 'framework']",['css javascript']
1,31089409,"['airplane', 'conjunto', 'experincias', 'burocracias', 'poder', 'trabalhar', 'remotamente', 'empresas', 'mundo']","['airplane', 'conjunto', 'experincias', 'burocracias', 'poder', 'trabalhar', 'remotamente', 'empresas', 'mundo']",['css javascript']
1,11825056,"['additional', 'resource']","['additional', 'resource']",['html python shell']
1,14247166,"['docker', 'multi', 'environment']","['docker', 'multi', 'environment']",['makefile shell']
39,58500595,"['simple', 'google', 'login']","['simple', 'google', 'login']",['objective-c ruby']
39,129113077,"['whatsapp', 'clone']","['whatsapp', 'clone']",['ruby shell']
4,9062260,"['bitcoin', 'solution']","['bitcoin', 'solution']",['css html javascript']
18,16585506,"['application', 'template']","['application', 'template']",['dockerfile html javascript']
13,6813862,"['ovilia', 'personal']","['ovilia', 'personal']",['css html']
