id,subjects,processed_text,language_combinations,description
51994692,['zhongyi'],"['better', 'wechat', 'macos', 'linux', 'built', 'electron', 'zhongyi']",['css html shell'],a better wechat on macos and linux built with electron by zhongyi tong
108395495,"['modern', 'chart', 'dependency']","['modern', 'chart', 'dependency']",['css makefile'],modern svg charts with zero dependencies
37829238,['source'],"['typeface', 'designed', 'source']",['makefile python'],a typeface designed for source code
70202506,"['dependency', 'management']","['dependency', 'management']",['css makefile shell'],go dependency management tool
42586612,"['neural', 'network']","['recognition', 'neural', 'network']",['makefile python shell'],face recognition with deep neural networks
743723,"['cross', 'browser', 'storage']","['cross', 'browser', 'storage', 'across']",['makefile shell'],cross browser storage for all use used across the web
2336578,['official'],"['official', 'bootstrap']",['css html javascript shell'],official sass port of bootstrap and
25095239,"['performance', 'friendly', 'loader', 'image', 'responsive', 'normal', 'iframes', 'visibility', 'change']","['performance', 'friendly', 'loader', 'image', 'responsive', 'normal', 'iframes', 'detects', 'visibility', 'change', 'triggered', 'without', 'configuration']",['css html'],high performance and seo friendly lazy loader for images responsive and normal iframes and that detects any visibility changes triggered through user css or javascript without configuration
5344375,"['graphical', 'editor']","['textmate', 'graphical', 'editor', 'macos', 'later']",['html makefile shell'],textmate is a graphical text editor for macos or later
131789494,"['spring', 'spring', 'shiro', 'spring', 'cloud', 'spring', 'security', 'spring', 'security', 'oauth', 'spring']","['spring', 'spring', 'shiro', 'spring', 'cloud', 'spring', 'security', 'spring', 'security', 'oauth', 'spring']",['css html javascript'],spring boot spring boot shiro spring cloud spring security spring security oauth spring
1365679,['github'],"['tomorrow', 'theme', 'github', 'chriskempson']",['python shell'],tomorrow theme now lives on at https and and github com and chriskempson and base
189890377,['mongo'],"['react', 'apollographql', 'mongo', 'written']",['dockerfile html javascript'],react and apollographql and node and mongo demo written in typescript
501326,"['module', 'loader']","['module', 'loader']",['html shell'],a file and module loader for javascript
65866559,['fljsbook'],"['balanced', 'fljsbook', 'twitter']",['css html'],balanced fp in javascript fljsbook on twitter
99234994,"['design', 'block', 'clean', 'modern', 'website']","['bootstrap', 'based', 'design', 'block', 'ready', 'create', 'clean', 'modern', 'website']",['css javascript'],a set of and bootstrap based design blocks ready to be used to create clean modern websites
71576450,"['perceptual', 'encoder']","['perceptual', 'encoder']",['makefile python shell'],perceptual jpeg encoder
93354260,"['style', 'paint']","['sketch', 'style', 'paint']",['css html python'],sketch and style paints art
81057842,"['spring', 'spring', 'openwrite']","['spring', 'spring', 'openwrite']",['css html'],spring boot spring boot openwrite
198770415,"['source', 'world']","['github', 'source', 'world']",['html python'],github do not ban us from open source world iran
3744545,"['twitter', 'bootstrap']","['datepicker', 'twitter', 'bootstrap']",['css html'],a datepicker for twitter bootstrap twbs
17575535,"['simple', 'responsive', 'chart']","['simple', 'responsive', 'chart']",['css html'],simple responsive charts
13030144,"['library', 'magical', 'scroll', 'interaction']","['library', 'magical', 'scroll', 'interaction']",['css html'],the javascript library for magical scroll interactions
5901900,"['performance', 'inter', 'thread']","['performance', 'inter', 'thread', 'messaging', 'library']",['html shell'],high performance inter thread messaging library
10219106,"['stack', 'angular', 'scalable', 'fullstack', 'application']","['stack', 'angular', 'simple', 'scalable', 'fullstack', 'application']",['dockerfile html javascript'],the mean stack uses angular and node for simple and scalable fullstack js applications
29703871,"['debug', 'bridge', 'powerful', 'chrome', 'developer']","['stetho', 'debug', 'bridge', 'android', 'enabling', 'powerful', 'chrome', 'developer']",['python shell'],stetho is a debug bridge for android enabling the powerful chrome developer tools and much more
58327877,['modern'],"['fully', 'modern', 'based', 'rendering', 'browser']",['html python shell'],a fully modern text based rendering to tty and browsers
129860458,"['window', 'linux', 'domestic', 'china', 'mainstream', 'video', 'platform']","['window', 'linux', 'client', 'watch', 'video', 'domestic', 'china', 'mainstream', 'video', 'platform']",['css html'],mac windows linux a client that can watch video of domestic china mainstream video platform
73929422,"['modern', 'modal', 'editing']","['modern', 'modal', 'editing', 'powered', 'neovim']",['css html javascript shell'],oni modern modal editing powered by neovim
76413186,"['android', 'componentization', 'android']","['framework', 'assisting', 'renovation', 'android', 'componentization', 'android']",['html javascript'],a framework for assisting in the renovation of android componentization android app
43640830,"['experimental', 'desktop']","['react', 'native', 'macos', 'experimental', 'writing', 'desktop', 'using', 'cocoa']",['html python shell'],react native for macos is an experimental fork for writing desktop apps using cocoa
18405734,"['aware', 'image']","['content', 'aware', 'image', 'cropping']",['html shell'],content aware image cropping
38565895,"['action', 'customizable']","['devtools', 'redux', 'action', 'customizable']",['css html shell'],devtools for redux with hot action and customizable ui
5101823,"['handsome', 'dashboard', 'framework']","['exceptionally', 'handsome', 'dashboard', 'framework']",['css html'],the exceptionally handsome dashboard framework in ruby and coffeescript
4637221,"['statusline', 'plugin']","['powerline', 'statusline', 'plugin', 'provides', 'statuslines', 'prompt', 'several', 'including', 'awesome', 'qtile']",['c shell'],powerline is a statusline plugin for and provides statuslines and prompts for several other including awesome and qtile
96689748,"['wysiwyg', 'editor']","['simplest', 'smallest', 'wysiwyg', 'editor', 'dependency']",['css html'],the simplest and smallest wysiwyg text editor for with no dependencies
36205608,"['jspatch', 'bridge', 'objective', 'objective', 'runtime', 'objective', 'class', 'small', 'engine', 'jspatch', 'hotfix']","['jspatch', 'bridge', 'objective', 'using', 'objective', 'runtime', 'objective', 'class', 'method', 'including', 'small', 'engine', 'jspatch', 'generally', 'hotfix']",['c c++'],jspatch bridge objective c and javascript using the objective c runtime you can call any objective c class and method in javascript by just including a small engine jspatch is generally used to hotfix ios app
36674234,"['theme', 'sublime', 'mattia', 'astorino']","['material', 'theme', 'sublime', 'mattia', 'astorino']",['javascript shell'],material the most epic theme for sublime text by mattia astorino
7544081,"['responsive', 'lightbox', 'script']","['light', 'responsive', 'lightbox', 'script', 'focus', 'performance']",['css html'],light and responsive lightbox script with focus on performance
25201361,"['android', 'reverse', 'engineering', 'suite', 'debugger']","['android', 'reverse', 'engineering', 'suite', 'debugger']",['html python'],a java and jar android apk reverse engineering suite debugger more
801795,"['super', 'awesome']","['super', 'awesome', 'fetching']",['ruby shell'],super awesome easy fetching for core data
9795883,['electron'],"['electron', 'browser']",['css html shell'],the javascript for node nw electron and the browser
15464772,['credit'],"['credit', 'better']",['html javascript'],make your credit card form better in one line of code
25804514,"['redis', 'cluster', 'solution']","['proxy', 'based', 'redis', 'cluster', 'solution', 'supporting', 'pipeline', 'scaling', 'dynamically']",['css html javascript shell'],proxy based redis cluster solution supporting pipeline and scaling dynamically
107258,"['command', 'navigate', 'directory', 'command']","['command', 'learns', 'easily', 'navigate', 'directory', 'command']",['makefile shell'],a cd command that learns easily navigate directories from the command line
22765472,"['responsive', 'dashboard', 'template']","['responsive', 'dashboard', 'template']",['css dockerfile javascript'],responsive dashboard templates
55763295,"['angularjs', 'bootstrap', 'admin', 'panel', 'framework']","['angularjs', 'bootstrap', 'admin', 'panel', 'framework']",['css html'],angularjs bootstrap admin panel framework
5880912,"['server', 'framework']","['server', 'framework']",['css html shell'],a game server framework for node js
61527215,"['design', 'pattern']","['design', 'pattern', 'technique', 'developing', 'react']",['css html'],a free book that talks about design patterns and techniques used while developing with react
40380094,"['machine', 'learning', 'edition', 'repository', 'resource']","['machine', 'learning', 'edition', 'repository', 'resource']",['css html python'],the python machine learning st edition book code repository and info resource
585285,"['sweet', 'local', 'frontend']","['powered', 'sweet', 'local', 'frontend']",['html javascript shell'],a git powered wiki with a sweet api and local frontend
381979,"['event', 'calendar']","['sized', 'event', 'calendar']",['css html shell'],full sized drag drop event calendar
31829770,"['angular', 'starter', 'angular', 'module']","['angular', 'starter', 'featuring', 'angular', 'async', 'module', 'webpack']",['css dockerfile html'],tada an angular starter kit featuring angular dev and async and lazy aot via ngc hot module and webpack
508845,"['restful', 'resource']","['restkit', 'framework', 'consuming', 'modeling', 'restful', 'resource']",['ruby shell'],restkit is a framework for consuming and modeling restful web resources on ios and os x
12779699,"['github', 'delos']","['raphttps', 'github', 'delos']",['css html shell'],web mock mux and raphttps and and github com and thx and rap delos
75701562,"['study', 'programmer']","['study', 'programmer']",['makefile shell'],a study path for game programmer
3502120,"['responsive', 'image', 'polyfill']","['responsive', 'image', 'polyfill', 'picture']",['css html'],a responsive image polyfill for picture and more
90786246,"['starter', 'template']","['starter', 'template', 'react', 'detailed', 'readme', 'describing', 'together']",['css html'],a starter template for typescript and react with a detailed readme describing how to use the two together
77073851,"['source', 'transcompiler']","['grumpy', 'source', 'transcompiler', 'runtime']",['makefile python'],grumpy is a python to go source code transcompiler and runtime
907410,"['mobile', 'framework']","['jquery', 'mobile', 'framework']",['css html'],jquery mobile framework
15642233,"['learning', 'train', 'convolutional', 'neural', 'network', 'ordinary']","['learning', 'train', 'convolutional', 'neural', 'network', 'ordinary', 'browser']",['css html'],deep learning in javascript train convolutional neural networks or ordinary ones in your browser
141745951,"['chrome', 'devtools']","['improved', 'debugging', 'experience', 'enabled', 'chrome', 'devtools']",['css html'],ndb is an improved debugging experience for node enabled by chrome devtools
757363,['responsive'],"['knockout', 'easier', 'create', 'responsive']",['css html'],knockout makes it easier to create responsive uis with javascript
1358497,"['defacto', 'enable', 'legacy', 'internet', 'explorer']","['script', 'defacto', 'enable', 'sectioning', 'element', 'legacy', 'internet', 'explorer']",['css html'],this script is the defacto way to enable use of html sectioning elements in legacy internet explorer
3516624,"['light', 'weight', 'proxy']","['light', 'weight', 'proxy', 'memcached', 'redis']",['makefile python shell'],a light weight proxy for memcached and redis
3022431,"['creative', 'common', 'backbone']","['creative', 'common', 'backbone', 'beginner', 'advanced', 'alike']",['html makefile shell'],book a creative commons book on backbone js for beginners and advanced users alike
3766706,"['reverse', 'engineering', 'android']","['reverse', 'engineering', 'android']",['batchfile shell'],a tool for reverse engineering android apk files
2349728,"['pockethub', 'android']","['pockethub', 'android']",['css html javascript'],pockethub android app
30245748,"['golang', 'terminal', 'dashboard']","['golang', 'terminal', 'dashboard']",['makefile python'],golang terminal dashboard
5476048,"['picker', 'component']","['picker', 'component']",['css html'],javascript date date and time picker component
86721514,"['generate', 'photo', 'horse']","['software', 'generate', 'photo', 'horse', 'perform', 'style']",['python shell'],software that can generate photos from turn horses into perform style and more
23929024,"['various', 'dockerfiles']","['various', 'dockerfiles', 'desktop', 'server']",['makefile python shell'],various dockerfiles i use on the desktop and on servers
48600412,"['loader', 'setup', 'extraction']","['featured', 'webpack', 'loader', 'setup', 'testing', 'extraction']",['html shell'],a full featured webpack and vue loader setup with hot testing css extraction
32775739,"['android', 'widget']","['rxjava', 'binding', 'android', 'widget']",['java shell'],rxjava binding apis for android s ui widgets
30907774,"['opencv', 'example']","['learn', 'opencv', 'example']",['makefile python shell'],learn opencv c and and and python examples
14259343,"['automatic', 'license', 'plate', 'recognition', 'library']","['automatic', 'license', 'plate', 'recognition', 'library']",['makefile python shell'],automatic license plate recognition library
15505458,['animation'],"['reveal', 'animation', 'scroll']",['css html'],reveal css animation as you scroll down a page
19448700,"['notepad', 'golang', 'mongodb', 'leanote']","['notepad', 'golang', 'mongodb', 'leanote']",['css html shell'],not just a notepad golang and mongodb http and and leanote org
24628923,['android'],"['library', 'component', 'android', 'android']",['css html javascript'],this is a library with components of android l to you use in android
13622189,"['beautiful', 'dashboard']","['beautiful', 'dashboard', 'linux']",['html python shell'],a beautiful web dashboard for linux
47925804,"['search', 'thing', 'problem']","['search', 'solve', 'naming', 'thing', 'problem']",['css html'],a search tool helps dev to solve the naming things problem
1963063,"['priority', 'queue']","['priority', 'queue', 'backed', 'built']",['css html makefile'],kue is a priority job queue backed by built for node js
112717963,"['simple', 'modify', 'system']","['simple', 'xposed', 'without', 'unlock', 'bootloader', 'modify', 'system']",['makefile python'],a simple app to use xposed without unlock the bootloader or modify system etc
36353527,"['simple', 'process', 'manager', 'local', 'domain']","['simple', 'process', 'manager', 'developer', 'start', 'browser', 'access', 'using', 'local', 'domain']",['css html'],a simple process manager for developers start apps from your browser and access them using local domains
7855340,"['level', 'terminal', 'interface', 'library']","['level', 'terminal', 'interface', 'library']",['makefile shell'],a high level terminal interface library for node js
141910081,"['image', 'player']","['record', 'terminal', 'generate', 'animated', 'image', 'share', 'player']",['css html'],record your terminal and generate animated gif images or share a web player
40693501,['simple'],"['collection', 'simple', 'webpack']",['css html'],a collection of simple demos of webpack
68619759,"['material', 'dashboard', 'source', 'bootstrap', 'material', 'design', 'admin']","['material', 'dashboard', 'source', 'bootstrap', 'material', 'design', 'admin']",['html javascript'],material dashboard open source bootstrap material design admin
43076202,"['plain', 'smoke', 'carrier', 'pigeon']","['generate', 'polished', 'rsums', 'plain', 'smoke', 'carrier', 'pigeon']",['css html'],generate polished rsums and cvs in ms plain smoke and carrier pigeon
113402414,"['generation', 'electron', 'editor']","['experimental', 'generation', 'electron', 'based', 'editor']",['html javascript shell'],an experimental next generation electron based text editor
275604,['library'],"['resque', 'redis', 'backed', 'library', 'creating', 'background', 'placing', 'multiple', 'later']",['css html javascript'],resque is a redis backed ruby library for creating background placing them on multiple and processing them later
15367575,['flexbox'],"['based', 'flexbox']",['css javascript'],grid based on css flexbox
142422739,"['research', 'framework', 'reinforcement', 'learning', 'algorithm']","['dopamine', 'research', 'framework', 'prototyping', 'reinforcement', 'learning', 'algorithm']",['html python'],dopamine is a research framework for fast prototyping of reinforcement learning algorithms
99127696,"['linear', 'algebra', 'automatic', 'differentiation']","['webgl', 'accelerated', 'linear', 'algebra', 'automatic', 'differentiation']",['html python shell'],webgl accelerated ml and and linear algebra and and automatic differentiation for javascript
13753838,"['display', 'online', 'offline', 'indication']","['automatically', 'display', 'online', 'offline', 'indication']",['html javascript'],automatically display online and offline indication to your users
16096681,"['markdown', 'editor', 'encryption', 'support', 'source']","['laverna', 'taking', 'application', 'markdown', 'editor', 'encryption', 'support', 'consider', 'source', 'alternative', 'evernote']",['css html'],laverna is a javascript note taking application with markdown editor and encryption support consider it like open source alternative to evernote
34798315,"['exciting', 'artificial', 'intelligence']","['exciting', 'programming', 'artificial', 'intelligence']",['css html'],an exciting game of programming and artificial intelligence
56728437,"['various', 'contribution']","['collection', 'tutorial', 'learning', 'docker', 'various', 'contribution', 'welcome']",['dockerfile html javascript'],this is a collection of tutorials for learning how to use docker with various tools contributions welcome
46383222,"['store', 'ready', 'interface', 'builder']","['design', 'prototype', 'customized', 'transition', 'animation', 'store', 'ready', 'interface', 'builder', 'ibanimatable']",['ruby shell'],design and prototype customized transition and animation for app store ready apps in interface builder with ibanimatable
2688455,"['color', 'palette']","['color', 'palette', 'image', 'using', 'browser']",['css html'],grab the color palette from an image using just javascript works in the browser and in node
13395052,"['powerful', 'parser', 'large']","['powerful', 'delimited', 'parser', 'gracefully', 'handle', 'large', 'malformed', 'input']",['css html'],fast and powerful csv delimited text parser that gracefully handles large files and malformed input
24993138,"['brotli', 'compression', 'format']","['brotli', 'compression', 'format']",['python shell'],brotli compression format
46891997,"['github', 'brave', 'browser', 'current', 'version']","['deprecated', 'please', 'github', 'brave', 'brave', 'browser', 'current', 'version', 'brave']",['html python shell'],deprecated please see https and and github com and brave and brave browser for the current version of brave
2269353,['camera'],"['camera', 'image']",['css html'],camera javascript is all like you images done yet or what
21299916,"['extract', 'inline', 'critical']","['extract', 'inline', 'critical']",['css html'],extract inline critical path css in html pages
90961634,"['cross', 'platform', 'database', 'framework']","['cross', 'platform', 'database', 'framework', 'developed', 'wechat']",['c++ makefile shell'],wcdb is a cross platform database framework developed by wechat
117360777,"['elegant', 'dashboard']","['rainbow', 'elegant', 'dashboard']",['html java'],rainbow an elegant dashboard
17065530,['command'],"['chisel', 'collection', 'command', 'assist', 'debugging']",['c++ makefile'],chisel is a collection of lldb commands to assist debugging ios apps
2677676,"['email', 'client', 'friendly', 'encryption']","['email', 'client', 'friendly', 'encryption', 'privacy', 'feature']",['css html javascript shell'],a free open fast email client with user friendly encryption and privacy features
11621778,"['lightweight', 'angular', 'directive', 'upload', 'optional', 'fileapi', 'cross', 'browser', 'support']","['lightweight', 'angular', 'directive', 'upload', 'optional', 'fileapi', 'cross', 'browser', 'support']",['html shell'],lightweight angular directive to upload files with optional fileapi shim for cross browser support
21108956,['blocker'],"['ublock', 'blocker', 'safari']",['html python shell'],ublock a and lean blocker for and safari
48301282,"['manage', 'lambda', 'function']","['manage', 'lambda', 'function']",['makefile python shell'],and manage aws lambda functions with ease
5552858,"['proxy', 'parent', 'proxy']","['proxy', 'written', 'automatically', 'identify', 'blocked', 'parent', 'proxy', 'access']",['javascript shell'],http proxy written in go cow can automatically identify blocked sites and use parent proxies to access
71297170,"['chaos', 'monkey', 'resiliency', 'application', 'tolerate', 'random', 'instance', 'failure']","['chaos', 'monkey', 'resiliency', 'application', 'tolerate', 'random', 'instance', 'failure']",['makefile shell'],chaos monkey is a resiliency tool that helps applications tolerate random instance failures
9467421,['github'],"['project', 'maintained', 'anymore', 'please', 'github', 'visjs']",['css html'],this project is not maintained anymore please go to https and and github com and visjs
33082868,"['microservice', 'architecture', 'spring', 'spring', 'cloud']","['microservice', 'architecture', 'spring', 'spring', 'cloud', 'docker']",['css html javascript shell'],microservice architecture with spring spring cloud and docker
7379964,"['tooltip', 'library', 'lovely', 'website']","['tooltip', 'library', 'lovely', 'website']",['html javascript'],a css only tooltip library for your lovely websites
6580000,"['native', 'cross', 'platform', 'mongodb', 'management']","['native', 'cross', 'platform', 'mongodb', 'management']",['html python shell'],native cross platform mongodb management tool
44402056,['electron'],"['explore', 'electron']",['css javascript shell'],explore the electron apis
2823326,"['terminal', 'session', 'recorder']","['terminal', 'session', 'recorder']",['makefile shell'],terminal session recorder
6714787,"['lightweight', 'jquery', 'input', 'picker']","['mobile', 'lightweight', 'jquery', 'input', 'picker']",['css html'],the mobile and lightweight jquery date time input picker
93205465,"['darwin', 'kernel', 'mirror']","['darwin', 'kernel', 'mirror']",['makefile python shell'],the darwin kernel mirror
55058317,"['exploitation', 'framework']","['exploitation', 'framework', 'embedded', 'device']",['makefile shell'],exploitation framework for embedded devices
9330072,"['simple', 'minecraft', 'clone', 'modern', 'opengl', 'shaders']","['simple', 'minecraft', 'clone', 'written', 'using', 'modern', 'opengl', 'shaders']",['c++ python'],a simple minecraft clone written in c using modern opengl shaders
14329321,"['minimal', 'ubuntu', 'image', 'docker', 'friendliness']","['minimal', 'ubuntu', 'image', 'modified', 'docker', 'friendliness']",['makefile python'],a minimal ubuntu base image modified for docker friendliness
12484808,"['command', 'argument']","['match', 'command', 'argument']",['css html javascript shell'],match command line arguments to their help text
50213667,"['input', 'plain']","['input', 'plain']",['css html shell'],input mask for plain javascript
3693021,"['email', 'address']","['reduce', 'misspelled', 'email', 'address']",['css html shell'],reduce misspelled email addresses in your web apps
303762,"['software', 'version', 'control', 'visualization']","['software', 'version', 'control', 'visualization']",['makefile python shell'],software version control visualization
34222505,['unofficial'],"['unofficial', 'macos']",['ruby shell'],the unofficial wwdc app for macos
94949504,"['scalable', 'serverless']","['deploy', 'infinitely', 'scalable', 'serverless', 'second']",['makefile shell'],deploy infinitely scalable serverless and sites in seconds to aws
1280658,"['easel', 'library', 'hierarchical', 'display', 'interaction', 'helper', 'class', 'canvas', 'element']","['easel', 'library', 'provides', 'hierarchical', 'display', 'interaction', 'helper', 'class', 'working', 'canvas', 'element', 'easier']",['css html'],the easel javascript library provides a hierarchical display a core interaction and helper classes to make working with the html canvas element much easier
5334951,"['quick', 'reference']","['quick', 'reference', 'accepted', 'coding', 'around']",['css javascript'],an easy to quick reference for js best accepted coding and links around the web
8418302,"['customizable', 'checkboxes', 'radio', 'button', 'jquery', 'zepto']","['highly', 'customizable', 'checkboxes', 'radio', 'button', 'jquery', 'zepto']",['html javascript'],highly customizable checkboxes and radio buttons jquery zepto
31365325,"['android', 'wechat', 'webview', 'jsbridge']","['android', 'inspired', 'wechat', 'webview', 'jsbridge']",['html javascript'],android java and javascript inspired by wechat webview jsbridge
73968389,"['image', 'translation', 'conditional', 'adversarial']","['image', 'image', 'translation', 'conditional', 'adversarial']",['python shell'],image to image translation with conditional adversarial nets
45363955,"['offline', 'location', 'library', 'accuracy', 'millseconds', 'performance', 'address']","['ipregion', 'offline', 'location', 'library', 'accuracy', 'millseconds', 'searching', 'performance', 'address', 'stored', 'binding', 'searching', 'algorithm']",['javascript python'],ipregion is a offline ip location library with accuracy rate of and x millseconds searching performance db file is less then mb with all ip address stored binding for searching algorithm
14224695,"['mariadb', 'database', 'management']","['mysql', 'mariadb', 'database', 'management', 'macos']",['html makefile shell'],mysql and mariadb database management for macos
51308720,"['framework', 'server']","['framework', 'server']",['css html shell'],a swift web framework and http server
16930617,"['platform', 'native', 'library']","['platform', 'native', 'library']",['c c++'],platform native gui library for go
68627122,"['beautiful', 'source', 'podcast', 'getstream']","['beautiful', 'source', 'podcast', 'powered', 'getstream']",['css javascript shell'],a beautiful open source rss podcast app powered by getstream io
7680774,"['jeesite', 'spring', 'spring', 'apache', 'shiro', 'mybatis', 'bootstrap']","['jeesite', 'spring', 'spring', 'apache', 'shiro', 'mybatis', 'bootstrap']",['html java'],jeesite java java ee jee spring spring mvc apache shiro mybatis bootstrap ui
11893084,"['uploader', 'solution']","['uploader', 'solution']",['css html makefile'],it s a new file uploader solution
5279091,"['dependency', 'injector']","['dependency', 'injector', 'android']",['css html shell'],a fast dependency injector for android and java
21190654,"['experimental', 'graceful']","['experimental', 'graceful', 'morphing', 'effect', 'uilabel', 'written']",['objective-c ruby'],experimental graceful morphing effects for uilabel written in swift
54808920,"['vulnerability', 'scanner', 'language', 'network', 'device']","['agent', 'vulnerability', 'scanner', 'container', 'running', 'programming', 'language', 'network', 'device']",['dockerfile makefile'],agent less vulnerability scanner for container running programming language network devices
32313383,"['android', 'class']","['android', 'class']",['batchfile shell'],tools to work with android dex and java class files
155437620,"['source', 'animation', 'support']","['beautifully', 'crafted', 'source', 'animation', 'support']",['css html javascript'],a pack of more than beautifully crafted open source icons web font and animations support
24306221,"['slick', 'progress']","['responsive', 'slick', 'progress']",['css html shell'],responsive and slick progress bars
2536697,"['easiest', 'google']","['easiest', 'google']",['css html'],the easiest way to use google maps
36778364,"['syncable', 'database']","['syncable', 'database']",['python shell'],the syncable database
48953775,"['technology', 'technology']","['learn', 'technology', 'every', 'technology', 'every', 'sunday']",['html python shell'],let s learn a new technology every week a new technology blog every sunday in
