cluster,repo_id,subjects,topics,combinations
2,6735161,"['route', 'configuration', 'controller', 'requirejs', 'change', 'angular', 'ngview']","['route', 'configuration', 'controller', 'requirejs', 'change', 'angular', 'ngview']",['ruby shell']
2,719260,"['module', 'theora', 'video']","['module', 'theora', 'video']",['javascript python']
6,411775,['library'],['library'],['c++ javascript shell']
18,5227200,"['facebook', 'prediction', 'contest']","['facebook', 'prediction', 'contest']",['python ruby']
2,1706931,"['source', 'flexible', 'content', 'management', 'framework']","['source', 'flexible', 'content', 'management', 'framework']",['javascript shell']
2,1939825,"['phonegap', 'plugin', 'sqlite', 'database']","['phonegap', 'plugin', 'sqlite', 'database']",['objective-c shell']
7,1335711,"['obsolete', 'android']","['obsolete', 'android']",['c++ python shell']
2,1638294,"['airplay', 'audio', 'player', 'device']","['airplay', 'audio', 'player', 'device']",['c c++']
30,2355171,"['social', 'collaboration']","['social', 'collaboration']",['ruby shell']
4,5424958,['source'],['source'],['javascript shell']
18,5709465,"['database', 'adaptor', 'watery', 'database']","['database', 'adaptor', 'watery', 'database']",['c shell']
32,2248876,"['professional', 'reality', 'apress', 'sample']","['professional', 'reality', 'apress', 'sample']",['c c++']
18,333999,"['engine', 'opengl', 'native', 'client']","['engine', 'opengl', 'native', 'client']",['c++ shell']
11,1588589,['request'],['request'],['c++ objective-c perl shell']
2,3318982,"['gtkradiant', 'source', 'release']","['gtkradiant', 'source', 'release']",['perl python shell']
42,5005650,"['interactive', 'graphviz']","['interactive', 'graphviz']",['c++ objective-c']
16,1232533,['implementation'],['implementation'],['c++ shell']
2,2126978,"['iphone', 'webserver', 'gateway']","['iphone', 'webserver', 'gateway']",['c javascript shell']
32,1921519,"['market', 'place', 'central', 'designer']","['market', 'place', 'central', 'designer']",['javascript shell']
3,6229025,['penetration'],['penetration'],['ruby shell']
32,388134,"['original', 'jasmine', 'github']","['original', 'jasmine', 'github']",['ruby shell']
32,858418,"['hybrid', 'relational', 'database', 'nosql', 'datastore']","['hybrid', 'relational', 'database', 'nosql', 'datastore']",['c++ objective-c perl shell']
0,6381458,['modern'],['modern'],['c objective-c']
18,215602,"['store', 'multi', 'dimensional', 'series']","['store', 'multi', 'dimensional', 'series']",['javascript shell']
34,361667,"['standard', 'package']","['standard', 'package']",['ruby shell']
2,1567471,"['original', 'webgl', 'earth', 'source']","['original', 'webgl', 'earth', 'source']",['python shell']
2,4468911,"['falconinotify', 'webshell']","['falconinotify', 'webshell']",['c shell']
2,955908,"['minecraft', 'patcher', 'texture', 'default', 'resolution']","['minecraft', 'patcher', 'texture', 'default', 'resolution']",['perl shell']
32,4688501,"['nintendo', 'entertainment', 'system', 'emulator']","['nintendo', 'entertainment', 'system', 'emulator']",['c++ objective-c perl']
7,4484185,['android'],['android'],['javascript ruby']
47,3767561,"['cellphonehw', 'repository']","['cellphonehw', 'repository']",['c c++']
32,94434,"['unframework', 'general', 'object', 'architecture']","['unframework', 'general', 'object', 'architecture']",['javascript shell']
2,438525,"['flash', 'dynamic', 'audio', 'library']","['flash', 'dynamic', 'audio', 'library']",['c javascript']
2,72358,"['cakephp', 'content', 'management', 'system']","['cakephp', 'content', 'management', 'system']",['javascript shell']
18,593092,"['android', 'mumble', 'client']","['android', 'mumble', 'client']",['c python shell']
1,208763,"['simple', 'framework', 'application', 'fashion', 'delay']","['simple', 'framework', 'application', 'fashion', 'delay']",['c objective-c perl']
6,4517444,"['library', 'siemens']","['library', 'siemens']",['c++ objective-c perl shell']
2,4059408,"['realtime', 'twitter', 'hashtags', 'computation']","['realtime', 'twitter', 'hashtags', 'computation']",['coffeescript javascript']
24,233635,"['agile', 'software', 'management', 'sproutcore', 'sample', 'application']","['agile', 'software', 'management', 'sproutcore', 'sample', 'application']",['python ruby shell']
2,3668075,"['basic', 'value', 'diesel', 'event', 'machine']","['basic', 'value', 'diesel', 'event', 'machine']",['python ruby']
24,4470085,"['sample', 'application', 'context', 'interaction', 'paradigm']","['sample', 'application', 'context', 'interaction', 'paradigm']",['coffeescript javascript']
1,2854428,"['basic', 'framework', 'desktop']","['basic', 'framework', 'desktop']",['python shell']
17,35515,['irclogger'],['irclogger'],['javascript ruby']
1,2973438,"['framework', 'interface', 'stackless', 'yahoo']","['framework', 'interface', 'stackless', 'yahoo']",['python shell']
18,4823183,"['official', 'repository', 'android', 'reality', 'apress']","['official', 'repository', 'android', 'reality', 'apress']",['javascript perl']
33,3294175,['simple'],['simple'],['coffeescript javascript']
48,6853370,"['system', 'engineering']","['system', 'engineering']",['objective-c perl shell']
2,1972532,"['recipe', 'debian', 'manage']","['recipe', 'debian', 'manage']",['ruby shell']
18,1113887,"['architecture', 'group', 'google']","['architecture', 'group', 'google']",['perl python shell']
38,288846,"['circuit', 'shield']","['circuit', 'shield']",['c c++']
19,474420,['server'],['server'],['python shell']
2,3289155,"['input', 'project', 'output']","['input', 'project', 'output']",['python shell']
2,1253909,"['enero', 'string', 'calculator']","['enero', 'string', 'calculator']",['python ruby']
5,1649054,['github'],['github'],['ruby shell']
39,4489173,"['headless', 'webkit']","['headless', 'webkit']",['javascript shell']
35,5269572,['emacs'],['emacs'],['c++ shell']
2,2103065,"['location', 'geoloqi', 'platform']","['location', 'geoloqi', 'platform']",['javascript shell']
13,4400878,['raspberry'],['raspberry'],['c++ python shell']
33,4138817,"['super', 'simple']","['super', 'simple']",['javascript perl shell']
2,3618722,"['apache', 'httpd', 'module']","['apache', 'httpd', 'module']",['python shell']
32,7337339,"['spotify', 'linux', 'kernel']","['spotify', 'linux', 'kernel']",['c++ objective-c perl shell']
2,1443269,"['source', 'search', 'engine', 'massive', 'amount', 'incredible', 'speed', 'model', 'search', 'model', 'relational', 'manner', 'relational', 'database']","['source', 'search', 'engine', 'massive', 'amount', 'incredible', 'speed', 'model', 'search', 'model', 'relational', 'manner', 'relational', 'database']",['javascript perl shell']
6,5926840,"['leptonica', 'library']","['leptonica', 'library']",['c objective-c']
2,977559,"['various', 'module', 'tmobile', 'vision']","['various', 'module', 'tmobile', 'vision']",['perl racket']
2,5078306,"['taobao', 'openerp', 'connector']","['taobao', 'openerp', 'connector']",['javascript perl shell']
22,606723,['framework'],['framework'],['javascript shell']
45,860655,"['cakephp', 'webapps']","['cakephp', 'webapps']",['javascript shell']
2,1397206,"['barcode', 'scanner', 'module', 'appcelerator', 'titanium']","['barcode', 'scanner', 'module', 'appcelerator', 'titanium']",['javascript python']
40,5242345,"['foundation', 'class']","['foundation', 'class']",['c c++']
10,220346,['client'],['client'],['python ruby shell']
29,4101988,"['local', 'mbtiles']","['local', 'mbtiles']",['objective-c shell']
1,942729,"['framework', 'skeleton', 'module', 'structure']","['framework', 'skeleton', 'module', 'structure']",['javascript shell']
32,457487,"['google', 'downloader', 'download', 'google', 'format']","['google', 'downloader', 'download', 'google', 'format']",['c javascript']
41,7870,['basket'],['basket'],['c shell']
23,359998,"['reader', 'objective']","['reader', 'objective']",['c objective-c']
32,3555725,"['interactive', 'visualization', 'logical', 'inference']","['interactive', 'visualization', 'logical', 'inference']",['c javascript shell']
7,3056122,"['android', 'browser']","['android', 'browser']",['python ruby shell']
1,2850306,"['scene', 'graph', 'library', 'framework', 'touch']","['scene', 'graph', 'library', 'framework', 'touch']",['objective-c perl shell']
32,1900903,"['lightweight', 'support', 'china', 'mobile', 'fetion', 'protocol', 'protocol']","['lightweight', 'support', 'china', 'mobile', 'fetion', 'protocol', 'protocol']",['objective-c shell']
31,135053,['interface'],['interface'],['python ruby']
27,1907879,['world'],['world'],['javascript shell']
30,4682331,"['social', 'stream']","['social', 'stream']",['javascript perl']
43,3228400,"['favorite', 'wordpress']","['favorite', 'wordpress']",['javascript ruby']
18,4868931,"['xcode', 'project', 'template', 'native', 'extension']","['xcode', 'project', 'template', 'native', 'extension']",['c shell']
6,22927,['library'],['library'],['ruby shell']
32,3937799,"['system', 'evolutional', 'version', 'auick', 'restart']","['system', 'evolutional', 'version', 'auick', 'restart']",['c++ objective-c perl shell']
1,5910806,"['private', 'framework']","['private', 'framework']",['c c++']
32,78747,"['openmind', 'online', 'community']","['openmind', 'online', 'community']",['python ruby shell']
2,3851625,"['compact', 'language', 'detect']","['compact', 'language', 'detect']",['c javascript shell']
2,1775938,"['titanium', 'image', 'gallery']","['titanium', 'image', 'gallery']",['objective-c python']
32,4124727,"['serial', 'driver']","['serial', 'driver']",['c javascript']
21,55797,['instrument'],['instrument'],['c c++ shell']
4,2872200,['source'],['source'],['javascript ruby']
24,1251832,"['sample', 'project', 'snippet']","['sample', 'project', 'snippet']",['c++ python shell']
37,1887349,"['mirror', 'threesome']","['mirror', 'threesome']",['javascript shell']
8,933297,"['pushbutton', 'engine']","['pushbutton', 'engine']",['python shell']
18,1014847,"['asynchronous', 'proxy', 'server']","['asynchronous', 'proxy', 'server']",['c c++']
2,4097313,"['graphviz', 'layout', 'engine', 'emscripten', 'cross', 'compiler']","['graphviz', 'layout', 'engine', 'emscripten', 'cross', 'compiler']",['c python']
2,6927293,"['natural', 'language', 'search', 'engine', 'global', 'hackathon', 'final']","['natural', 'language', 'search', 'engine', 'global', 'hackathon', 'final']",['c++ javascript']
18,6253272,"['window', 'window', 'directx', 'texture']","['window', 'window', 'directx', 'texture']",['c objective-c']
18,5591629,"['example', 'application', 'ansible', 'playbook', 'multi', 'server', 'environment']","['example', 'application', 'ansible', 'playbook', 'multi', 'server', 'environment']",['python ruby']
2,6334788,"['driver', 'implementation', 'apple', 'source', 'voodoops']","['driver', 'implementation', 'apple', 'source', 'voodoops']",['c objective-c']
28,2897506,['style'],['style'],['c shell']
