cluster_topic,cluster_topic_id,topic,topic_id,language,language_id
jailbroken possible thanks spencer nielsen jailbreak specfic aorensoftware,32,0,0,['perl shell'],0
,2,0,0,['javascript shell'],0
castle wolfenstein multiplayer source release,2,0,0,['perl shell'],0
device,15,0,0,['python shell'],0
visual,26,0,0,['coffeescript javascript'],0
fingerprint library sample client,32,0,0,['python shell'],0
framework boilerplate framework enterprise grade application framework,1,0,0,['perl shell'],0
route configuration controller requirejs change angular ngview,2,0,0,['ruby shell'],0
module theora video,2,0,0,['javascript python'],0
library,6,0,0,['javascript shell'],0
facebook prediction contest,18,0,0,['python ruby'],0
source flexible content management framework,2,0,0,['javascript shell'],0
phonegap plugin sqlite database,2,0,0,['objective-c shell'],0
obsolete android,7,0,0,['python shell'],0
airplay audio player device,2,0,0,['c c++'],0
social collaboration,30,0,0,['ruby shell'],0
source,4,0,0,['javascript shell'],0
database adaptor watery database,18,0,0,['c shell'],0
professional reality apress sample,32,0,0,['c c++'],0
engine opengl native client,18,0,0,['c++ shell'],0
request,11,0,0,['perl shell'],0
gtkradiant source release,2,0,0,['perl shell'],0
interactive graphviz,42,0,0,['c++ objective-c'],0
implementation,16,0,0,['c++ shell'],0
iphone webserver gateway,2,0,0,['c javascript'],0
market place central designer,32,0,0,['javascript shell'],0
penetration,3,0,0,['ruby shell'],0
original jasmine github,32,0,0,['ruby shell'],0
hybrid relational database nosql datastore,32,0,0,['perl shell'],0
modern,0,0,0,['c objective-c'],0
store multi dimensional series,18,0,0,['javascript shell'],0
standard package,34,0,0,['ruby shell'],0
original webgl earth source,2,0,0,['python shell'],0
falconinotify webshell,2,0,0,['c shell'],0
minecraft patcher texture default resolution,2,0,0,['perl shell'],0
nintendo entertainment system emulator,32,0,0,['c++ objective-c'],0
android,7,0,0,['javascript ruby'],0
cellphonehw repository,47,0,0,['c c++'],0
unframework general object architecture,32,0,0,['javascript shell'],0
flash dynamic audio library,2,0,0,['c javascript'],0
cakephp content management system,2,0,0,['javascript shell'],0
android mumble client,18,0,0,['python shell'],0
simple framework application fashion delay,1,0,0,['c objective-c'],0
library siemens,6,0,0,['perl shell'],0
realtime twitter hashtags computation,2,0,0,['coffeescript javascript'],0
agile software management sproutcore sample application,24,0,0,['ruby shell'],0
basic value diesel event machine,2,0,0,['python ruby'],0
sample application context interaction paradigm,24,0,0,['coffeescript javascript'],0
basic framework desktop,1,0,0,['python shell'],0
irclogger,17,0,0,['javascript ruby'],0
framework interface stackless yahoo,1,0,0,['python shell'],0
official repository android reality apress,18,0,0,['javascript perl'],0
simple,33,0,0,['coffeescript javascript'],0
system engineering,48,0,0,['perl shell'],0
recipe debian manage,2,0,0,['ruby shell'],0
architecture group google,18,0,0,['perl shell'],0
circuit shield,38,0,0,['c c++'],0
server,19,0,0,['python shell'],0
input project output,2,0,0,['python shell'],0
enero string calculator,2,0,0,['python ruby'],0
github,5,0,0,['ruby shell'],0
headless webkit,39,0,0,['javascript shell'],0
emacs,35,0,0,['c++ shell'],0
location geoloqi platform,2,0,0,['javascript shell'],0
raspberry,13,0,0,['python shell'],0
super simple,33,0,0,['perl shell'],0
apache httpd module,2,0,0,['python shell'],0
spotify linux kernel,32,0,0,['perl shell'],0
source search engine massive amount incredible speed model search model relational manner relational database,2,0,0,['perl shell'],0
leptonica library,6,0,0,['c objective-c'],0
various module tmobile vision,2,0,0,['perl racket'],0
taobao openerp connector,2,0,0,['perl shell'],0
framework,22,0,0,['javascript shell'],0
cakephp webapps,45,0,0,['javascript shell'],0
barcode scanner module appcelerator titanium,2,0,0,['javascript python'],0
foundation class,40,0,0,['c c++'],0
client,10,0,0,['ruby shell'],0
local mbtiles,29,0,0,['objective-c shell'],0
framework skeleton module structure,1,0,0,['javascript shell'],0
google downloader download google format,32,0,0,['c javascript'],0
basket,41,0,0,['c shell'],0
reader objective,23,0,0,['c objective-c'],0
interactive visualization logical inference,32,0,0,['c javascript'],0
android browser,7,0,0,['ruby shell'],0
scene graph library framework touch,1,0,0,['perl shell'],0
lightweight support china mobile fetion protocol protocol,32,0,0,['objective-c shell'],0
interface,31,0,0,['python ruby'],0
world,27,0,0,['javascript shell'],0
social stream,30,0,0,['javascript perl'],0
favorite wordpress,43,0,0,['javascript ruby'],0
xcode project template native extension,18,0,0,['c shell'],0
library,6,0,0,['ruby shell'],0
system evolutional version auick restart,32,0,0,['perl shell'],0
private framework,1,0,0,['c c++'],0
openmind online community,32,0,0,['ruby shell'],0
compact language detect,2,0,0,['c javascript'],0
titanium image gallery,2,0,0,['objective-c python'],0
serial driver,32,0,0,['c javascript'],0
instrument,21,0,0,['c c++'],0
source,4,0,0,['javascript ruby'],0
sample project snippet,24,0,0,['python shell'],0
mirror threesome,37,0,0,['javascript shell'],0
pushbutton engine,8,0,0,['python shell'],0
asynchronous proxy server,18,0,0,['c c++'],0
graphviz layout engine emscripten cross compiler,2,0,0,['c python'],0
natural language search engine global hackathon final,2,0,0,['c++ javascript'],0
window window directx texture,18,0,0,['c objective-c'],0
example application ansible playbook multi server environment,18,0,0,['python ruby'],0
driver implementation apple source voodoops,2,0,0,['c objective-c'],0
style,28,0,0,['c shell'],0
