antecedents,consequents,antecedents_support,consequents_suport,support,confidience,lift,leaverage,conviction
coffeescript_javascript,40,0.0018115942028985507,0.07971014492753623,0.0018115942028985507,1.0,12.545454545454547,0.0016671917664356228,inf
css_javascript_python,40,0.0018115942028985507,0.07971014492753623,0.0018115942028985507,1.0,12.545454545454547,0.0016671917664356228,inf
42,css_html_javascript,0.018115942028985508,0.18115942028985507,0.010869565217391304,0.6,3.312,0.0075876916614156685,2.0471014492753623
javascript_ruby,43,0.0018115942028985507,0.036231884057971016,0.0018115942028985507,1.0,27.599999999999998,0.001745956731779038,inf
44,ruby_swift,0.0018115942028985507,0.028985507246376812,0.0018115942028985507,1.0,34.5,0.0017590842260029405,inf
66,html_javascript_python_shell,0.0018115942028985507,0.005434782608695652,0.0018115942028985507,1.0,184.0,0.0018017485822306239,inf
coffeescript_css,48,0.0018115942028985507,0.005434782608695652,0.0018115942028985507,1.0,184.0,0.0018017485822306239,inf
49,css_javascript,0.0018115942028985507,0.02717391304347826,0.0018115942028985507,1.0,36.800000000000004,0.0017623660995589163,inf
batchfile_shell,50,0.0018115942028985507,0.043478260869565216,0.0018115942028985507,1.0,23.0,0.0017328292375551355,inf
c_html_shell,50,0.0018115942028985507,0.043478260869565216,0.0018115942028985507,1.0,23.0,0.0017328292375551355,inf
51,html_ruby_shell,0.0018115942028985507,0.010869565217391304,0.0018115942028985507,1.0,92.0,0.001791902961562697,inf
coffeescript_html,52,0.0018115942028985507,0.005434782608695652,0.0018115942028985507,1.0,184.0,0.0018017485822306239,inf
47,html_python_shell,0.0018115942028985507,0.0036231884057971015,0.0018115942028985507,1.0,276.0,0.0018050304557865994,inf
54,html_javascript_python,0.0036231884057971015,0.007246376811594203,0.0036231884057971015,1.0,138.0,0.0035969334173492963,inf
57,objective-c_ruby,0.0018115942028985507,0.08152173913043478,0.0018115942028985507,1.0,12.266666666666666,0.0016639098928796473,inf
58,html_javascript,0.0018115942028985507,0.06702898550724638,0.0018115942028985507,1.0,14.918918918918918,0.0016901648813274523,inf
css_python,59,0.0018115942028985507,0.019927536231884056,0.0018115942028985507,1.0,50.18181818181819,0.0017754935937828189,inf
css_shell,61,0.0018115942028985507,0.012681159420289856,0.0018115942028985507,1.0,78.85714285714285,0.0017886210880067213,inf
62,css_html_javascript_shell,0.0018115942028985507,0.059782608695652176,0.0018115942028985507,1.0,16.727272727272727,0.0017032923755513547,inf
63,html_makefile,0.0018115942028985507,0.0036231884057971015,0.0018115942028985507,1.0,276.0,0.0018050304557865994,inf
64,css_html_javascript,0.0018115942028985507,0.18115942028985507,0.0018115942028985507,1.0,5.52,0.0014834068473009872,inf
67,makefile_shell,0.0018115942028985507,0.021739130434782608,0.0018115942028985507,1.0,46.0,0.001772211720226843,inf
html_ruby,89,0.0018115942028985507,0.0018115942028985507,0.0018115942028985507,1.0,552.0,0.0018083123293425752,inf
89,html_ruby,0.0018115942028985507,0.0018115942028985507,0.0018115942028985507,1.0,552.0,0.0018083123293425752,inf
69,css_javascript,0.0018115942028985507,0.02717391304347826,0.0018115942028985507,1.0,36.800000000000004,0.0017623660995589163,inf
71,html_javascript,0.0018115942028985507,0.06702898550724638,0.0018115942028985507,1.0,14.918918918918918,0.0016901648813274523,inf
73,ruby_swift,0.0018115942028985507,0.028985507246376812,0.0018115942028985507,1.0,34.5,0.0017590842260029405,inf
74,javascript_typescript,0.0018115942028985507,0.005434782608695652,0.0018115942028985507,1.0,184.0,0.0018017485822306239,inf
79,html_python,0.0018115942028985507,0.012681159420289856,0.0018115942028985507,1.0,78.85714285714285,0.0017886210880067213,inf
78,c_c++_objective-c,0.0018115942028985507,0.009057971014492754,0.0018115942028985507,1.0,110.39999999999999,0.0017951848351186726,inf
css_javascript_ruby,83,0.0018115942028985507,0.02355072463768116,0.0018115942028985507,1.0,42.46153846153846,0.0017689298466708676,inf
85,html_python,0.0018115942028985507,0.012681159420289856,0.0018115942028985507,1.0,78.85714285714285,0.0017886210880067213,inf
88,css_html_javascript_shell,0.009057971014492754,0.059782608695652176,0.005434782608695652,0.6,10.036363636363635,0.004893273471959672,2.350543478260869
c++_cmake,86,0.0018115942028985507,0.0036231884057971015,0.0018115942028985507,1.0,276.0,0.0018050304557865994,inf
90,css_html_javascript,0.0036231884057971015,0.18115942028985507,0.0036231884057971015,1.0,5.52,0.0029668136946019745,inf
91,javascript_ruby_shell,0.0018115942028985507,0.010869565217391304,0.0018115942028985507,1.0,92.0,0.001791902961562697,inf
92,css_html_javascript,0.0018115942028985507,0.18115942028985507,0.0018115942028985507,1.0,5.52,0.0014834068473009872,inf
94,c_c++_makefile,0.0018115942028985507,0.0036231884057971015,0.0018115942028985507,1.0,276.0,0.0018050304557865994,inf
97,html_javascript,0.0018115942028985507,0.06702898550724638,0.0018115942028985507,1.0,14.918918918918918,0.0016901648813274523,inf
javascript_php,98,0.0018115942028985507,0.019927536231884056,0.0018115942028985507,1.0,50.18181818181819,0.0017754935937828189,inf
css_html_python_shell,98,0.005434782608695652,0.019927536231884056,0.0036231884057971015,0.6666666666666667,33.45454545454546,0.0035148865784499056,2.9402173913043486
22,css_html_javascript_shell,0.0018115942028985507,0.059782608695652176,0.0018115942028985507,1.0,16.727272727272727,0.0017032923755513547,inf
55,objective-c_ruby,0.0018115942028985507,0.08152173913043478,0.0018115942028985507,1.0,12.266666666666666,0.0016639098928796473,inf
87,objective-c_ruby,0.0018115942028985507,0.08152173913043478,0.0018115942028985507,1.0,12.266666666666666,0.0016639098928796473,inf
35,css_html_javascript_shell,0.0018115942028985507,0.059782608695652176,0.0018115942028985507,1.0,16.727272727272727,0.0017032923755513547,inf
84,html_javascript,0.0018115942028985507,0.06702898550724638,0.0018115942028985507,1.0,14.918918918918918,0.0016901648813274523,inf
68,c_c++_makefile,0.0018115942028985507,0.0036231884057971015,0.0018115942028985507,1.0,276.0,0.0018050304557865994,inf
