id,language_dictionary,total_bytes_written,language_distribution,all_languages,main_language,languages_used,language_combinations,owner_type,open_issues,stars,watchers,forks,size,topics,description
20580498,"{'go': 52484645, 'python': 3656943, 'shell': 1586202, 'powershell': 119040, 'makefile': 65376, 'dockerfile': 49820, 'lua': 17200, 'c': 2840, 'sed': 1390, 'ruby': 413, 'html': 38}",57983907,"{'go': 0.9051588227747399, 'python': 0.0630682406413214, 'shell': 0.027355900663954914, 'powershell': 0.0020529834252114125, 'makefile': 0.0011274852520717516, 'dockerfile': 0.0008592039167005424, 'lua': 0.00029663402985245546, 'c': 4.897910725470776e-05, 'sed': 2.397216869156471e-05, 'ruby': 7.122665949364192e-06, 'html': 6.553542519996109e-07}","['go', 'python', 'shell', 'powershell', 'makefile', 'dockerfile', 'lua', 'c', 'sed', 'ruby', 'html']",go,11,['makefile python shell'],Organization,3151,62722,3135,22217,893174,"['cncf', 'containers', 'kubernetes']",production grade container scheduling and management
1039520,"{'python': 5455770, 'shell': 9004, 'makefile': 6235, 'angelscript': 4300}",5475309,"{'python': 0.9964314342806954, 'shell': 0.0016444733986702852, 'makefile': 0.0011387485162937835, 'angelscript': 0.0007853438043405404}","['python', 'shell', 'makefile', 'angelscript']",python,4,['makefile shell'],Organization,3162,60883,1836,10564,57331,[],command line program to download videos from youtube com and other video sites
460078,"{'javascript': 6807312, 'html': 84393, 'shell': 21963, 'php': 7222, 'css': 3638}",6924528,"{'javascript': 0.9830723480358516, 'html': 0.012187545490465199, 'shell': 0.0031717685306493094, 'php': 0.001042959173535005, 'css': 0.000525378769498802}","['javascript', 'html', 'shell', 'php', 'css']",javascript,5,['css html shell'],Organization,467,59651,4098,28811,100319,[],angularjs html enhanced for web apps
20929025,"{'typescript': 89897581, 'powershell': 2855, 'dockerfile': 2697, 'javascript': 175, 'shell': 47}",89903355,"{'typescript': 0.9999357754780119, 'powershell': 3.1756323220640654e-05, 'dockerfile': 2.99988804644721e-05, 'javascript': 1.946534698287956e-06, 'shell': 5.22783604683051e-07}","['typescript', 'powershell', 'dockerfile', 'javascript', 'shell']",typescript,5,['javascript shell'],Organization,4324,57584,2123,7820,1227799,"['language', 'typechecker']",typescript is a superset of javascript that compiles to clean javascript output
24195339,"{'typescript': 21990994, 'javascript': 7538138, 'html': 486088, 'python': 421195, 'css': 345240, 'shell': 93850, 'dockerfile': 11884, 'php': 7222, 'powershell': 4654, 'jsoniq': 619}",30899884,"{'typescript': 0.7116853254206391, 'javascript': 0.24395360189701684, 'html': 0.015731062291366532, 'python': 0.013630957320098678, 'css': 0.011172857477393766, 'shell': 0.0030372282303713504, 'dockerfile': 0.00038459691304990013, 'php': 0.000233722560252977, 'powershell': 0.00015061545214862295, 'jsoniq': 2.003243766222553e-05}","['typescript', 'javascript', 'html', 'python', 'css', 'shell', 'dockerfile', 'php', 'powershell', 'jsoniq']",typescript,10,['css html javascript shell'],Organization,3371,56906,3216,15665,136597,"['angular', 'pwa', 'web', 'web-framework', 'web-performance']",one framework mobile desktop
7691631,"{'go': 7482564, 'shell': 137136, 'powershell': 85657, 'dockerfile': 18494, 'makefile': 10933, 'c': 4815, 'assembly': 81}",7739680,"{'go': 0.9667795050958179, 'shell': 0.017718562007731586, 'powershell': 0.011067253426498252, 'dockerfile': 0.0023895044756372355, 'makefile': 0.0014125907014243483, 'c': 0.0006221187439273975, 'assembly': 1.046554896326463e-05}","['go', 'shell', 'powershell', 'dockerfile', 'makefile', 'c', 'assembly']",go,7,['c makefile shell'],Organization,3780,56225,3203,16218,150032,"['containers', 'docker']",moby project a collaborative project for the container ecosystem to assemble container based systems
22790488,"{'java': 3183874, 'html': 20971, 'css': 11102, 'shell': 1754, 'javascript': 1190, 'gherkin': 1078}",3219969,"{'java': 0.9887902647509961, 'html': 0.006512795620082057, 'css': 0.003447859280632826, 'shell': 0.0005447257411484396, 'javascript': 0.00036956877535156396, 'gherkin': 0.00033478583178906383}","['java', 'html', 'css', 'shell', 'javascript', 'gherkin']",java,6,['css html javascript shell'],User,155,55101,3948,17764,20422,"['awesome-list', 'design-patterns', 'principles', 'snippets', 'snippets-collection', 'snippets-library']",design patterns implemented in java
23083156,"{'javascript': 4656157, 'typescript': 152031, 'html': 594, 'shell': 144}",4808926,"{'javascript': 0.9682321998716553, 'typescript': 0.03161433550859381, 'html': 0.00012352030370190765, 'shell': 2.994431604894731e-05}","['javascript', 'typescript', 'html', 'shell']",javascript,4,['html shell'],Organization,327,53997,1332,14126,101776,"['design-systems', 'material-design', 'material-ui', 'react', 'react-components']",react components for faster and easier web development build your own design or start with material design
167174,"{'javascript': 1180044, 'html': 66966, 'php': 7764, 'css': 2299}",1257073,"{'javascript': 0.9387235267959776, 'html': 0.05327136928404317, 'php': 0.00617625229401952, 'css': 0.0018288516259596698}","['javascript', 'html', 'php', 'css']",javascript,4,['css html'],Organization,83,52865,3429,19010,29915,[],jquery javascript library
3678731,"{'javascript': 2878001, 'webassembly': 5423, 'css': 765, 'html': 237, 'coffeescript': 91}",2884517,"{'javascript': 0.997741042954505, 'webassembly': 0.0018800374551441368, 'css': 0.0002652090453965083, 'html': 8.216280229931042e-05, 'coffeescript': 3.1547742655009485e-05}","['javascript', 'webassembly', 'css', 'html', 'coffeescript']",javascript,5,['css html'],Organization,461,52739,1603,6742,30903,"['amd', 'build-tool', 'commonjs', 'compiler', 'es2015', 'es6', 'esm', 'javascript-compiler', 'javascript-modules', 'loaders', 'module-bundler', 'plugins', 'web', 'web-performance', 'webpack']",a bundler for javascript and friends packs many modules into a few bundled assets code splitting allows for loading parts of the application on demand through loaders modules can be es and your custom stuff
3228505,"{'javascript': 4319672, 'css': 403091, 'coffeescript': 244390, 'shell': 7418, 'batchfile': 2431, 'html': 460, 'dockerfile': 354}",4977816,"{'javascript': 0.8677845866540668, 'css': 0.08097748088720033, 'coffeescript': 0.049095828371317866, 'shell': 0.0014902117715881824, 'batchfile': 0.0004883667857550379, 'html': 9.241000470889242e-05, 'dockerfile': 7.111552536293026e-05}","['javascript', 'css', 'coffeescript', 'shell', 'batchfile', 'html', 'dockerfile']",javascript,7,['dockerfile html shell'],Organization,605,51006,2474,13870,313170,"['atom', 'editor', 'electron', 'linux', 'macos', 'windows']",atom the hackable text editor
1861458,"{'javascript': 400619, 'css': 209281, 'html': 101299}",711199,"{'javascript': 0.5633008482857822, 'css': 0.29426503693059186, 'html': 0.14243411478362597}","['javascript', 'css', 'html']",javascript,3,['css html'],User,545,50035,1559,14497,9785,"['presentations', 'slides', 'slideshow']",the html presentation framework
596892,"{'python': 520387, 'html': 405, 'css': 18}",520810,"{'python': 0.9991878036136019, 'html': 0.0007776348380407443, 'css': 3.456154835736641e-05}","['python', 'html', 'css']",python,3,['css html'],Organization,34,48609,2289,13218,7536,"['flask', 'jinja', 'web-framework', 'werkzeug', 'wsgi']",the python micro framework for building web applications
9309093,"{'javascript': 1065389, 'css': 616967, 'html': 11298}",1693654,"{'javascript': 0.6290476094881245, 'css': 0.36428160651467184, 'html': 0.0066707839972036794}","['javascript', 'css', 'html']",javascript,3,['css html'],Organization,975,47251,1429,4986,112233,"['button', 'css-framework', 'dropdown', 'flexbox', 'popup', 'semantic', 'sidebar', 'tooltip', 'ui', 'ui-components']",semantic is a ui component framework based around useful principles from natural language
237159,"{'javascript': 466310, 'makefile': 201, 'shell': 196}",466707,"{'javascript': 0.9991493592339519, 'makefile': 0.0004306770629109913, 'shell': 0.000419963703137086}","['javascript', 'makefile', 'shell']",javascript,3,['makefile shell'],Organization,186,47071,1819,7904,8834,"['express', 'nodejs', 'server']",minimalist web framework for node
8843683,"{'javascript': 914742, 'shell': 2902, 'css': 811}",918455,"{'javascript': 0.9959573414048593, 'shell': 0.003159653984136403, 'css': 0.0008830046110043497}","['javascript', 'shell', 'css']",javascript,3,['css shell'],Organization,382,46986,1450,10145,16998,"['canvas', 'chart', 'graph', 'html5', 'html5-charts']",simple html charts using the canvas tag
4164482,"{'python': 13506696, 'javascript': 258434, 'html': 227641, 'css': 85351, 'shell': 809, 'smarty': 142, 'makefile': 125}",14079198,"{'python': 0.9593370304189202, 'javascript': 0.018355733046726098, 'html': 0.01616860562654208, 'css': 0.006062206100091781, 'shell': 5.7460659335851374e-05, 'smarty': 1.008580176228788e-05, 'makefile': 8.878346621732289e-06}","['python', 'javascript', 'html', 'css', 'shell', 'smarty', 'makefile']",python,7,['css html javascript shell'],Organization,236,46840,2216,20195,193147,"['apps', 'django', 'framework', 'models', 'orm', 'templates', 'views', 'web']",the web framework for perfectionists with deadlines
507775,"{'java': 95357891, 'groovy': 170826, 'shell': 107460, 'antlr': 31407, 'python': 27474, 'tsql': 22977, 'batchfile': 20238, 'perl': 12512, 'dockerfile': 5497, 'css': 5424, 'emacs lisp': 3341, 'html': 2244, 'powershell': 1428, 'freemarker': 45}",95768764,"{'java': 0.995709738929073, 'groovy': 0.0017837339949380573, 'shell': 0.0011220777580464546, 'antlr': 0.00032794617668867483, 'python': 0.00028687850664962114, 'tsql': 0.00023992165128078712, 'batchfile': 0.00021132151188669408, 'perl': 0.00013064802632307127, 'dockerfile': 5.7398673329437564e-05, 'css': 5.6636420618313506e-05, 'emacs lisp': 3.488611380637637e-05, 'html': 2.3431439503594305e-05, 'powershell': 1.491091604774183e-05, 'freemarker': 4.698818082271585e-07}","['java', 'groovy', 'shell', 'antlr', 'python', 'tsql', 'batchfile', 'perl', 'dockerfile', 'css', 'emacs lisp', 'html', 'powershell', 'freemarker']",java,14,['python shell'],Organization,2413,46751,2793,15848,702099,"['elasticsearch', 'search-engine']",open restful search engine
7600409,"{'c#': 569869, 'javascript': 198348, 'shell': 317}",768534,"{'c#': 0.7415013519245732, 'javascript': 0.25808617445682297, 'shell': 0.00041247361860373123}","['c#', 'javascript', 'shell']",c#,3,['javascript shell'],Organization,61,46749,2542,15037,10203,"['c-sharp', 'proxy', 'shadowsocks']",if you want to keep a you must also hide it from yourself
3544424,"{'python': 214825, 'makefile': 5084, 'shell': 3565, 'ruby': 3083}",226557,"{'python': 0.9482161222120703, 'makefile': 0.022440268894803515, 'shell': 0.01573555440794149, 'ruby': 0.013608054485184744}","['python', 'makefile', 'shell', 'ruby']",python,4,['ruby shell'],User,154,45627,1085,2949,5633,"['api', 'api-client', 'cli', 'client', 'curl', 'debugging', 'developer-tools', 'development', 'devops', 'http', 'http-client', 'httpie', 'jakubroztocil', 'json', 'rest', 'terminal', 'usability', 'web', 'wget']",as easy as httpie and aitch tee tee pie and modern command line http client user friendly curl alternative with intuitive json syntax wget like etc https and and twitter com and clihttp
14747598,"{'javascript': 83503, 'html': 1977, 'css': 1416}",86896,"{'javascript': 0.9609533235131652, 'html': 0.02275133492911066, 'css': 0.016295341557724177}","['javascript', 'html', 'css']",javascript,3,['css html'],User,509,45199,975,4161,2039,[],get a full fake rest api with zero coding in less than  seconds seriously
10744183,"{'c': 3996475, 'python': 1496693, 'javascript': 1352871, 'shell': 679713, 'css': 352249, 'html': 339722, 'makefile': 118357, 'm4': 75520, 'cmake': 35553, 'c++': 30841, 'pov-ray sdl': 6631, 'php': 6427, 'objective-c': 4234, 'dockerfile': 3697}",8498983,"{'c': 0.4702297910232318, 'python': 0.1761025995698544, 'javascript': 0.15918033957709998, 'shell': 0.07997580416386289, 'css': 0.041446017717649275, 'html': 0.03997207665905438, 'makefile': 0.013926019148408698, 'm4': 0.00888576903848378, 'cmake': 0.00418320639069404, 'c++': 0.0036287871148818628, 'pov-ray sdl': 0.0007802109970098776, 'php': 0.0007562081251368546, 'objective-c': 0.0004981772525018581, 'dockerfile': 0.00043499322213022426}","['c', 'python', 'javascript', 'shell', 'css', 'html', 'makefile', 'm4', 'cmake', 'c++', 'pov-ray sdl', 'php', 'objective-c', 'dockerfile']",c,14,['css html javascript shell'],Organization,701,44410,1364,4029,35394,"['alerting', 'analytics', 'cncf', 'containers', 'dashboard', 'devops', 'docker', 'grafana', 'graphing', 'graphite', 'influxdb', 'iot', 'kubernetes', 'monitoring', 'netdata', 'notifications', 'observability', 'prometheus', 'statsd', 'time-series']",real time performance done right https and and my netdata io and
26500787,"{'clojure': 13163, 'shell': 7602, 'python': 6617, 'html': 3621, 'css': 1166, 'purebasic': 596}",32765,"{'clojure': 0.40173966122386695, 'shell': 0.23201587059362125, 'python': 0.20195330383030674, 'html': 0.11051426827407294, 'css': 0.035586754158400735, 'purebasic': 0.01819014191973142}","['clojure', 'shell', 'python', 'html', 'css', 'purebasic']",clojure,6,['html python shell'],User,221,43926,718,1591,63617,"['font', 'ligatures', 'programming-ligatures']",monospaced font with programming ligatures
3402537,"{'html': 17024, 'css': 11514, 'javascript': 3069, 'shell': 325}",31932,"{'html': 0.5331329074282851, 'css': 0.3605787298008268, 'javascript': 0.09611048478015784, 'shell': 0.010177877990730302}","['html', 'css', 'javascript', 'shell']",html,4,['css javascript shell'],Organization,8,43439,2404,8727,1913,"['css-questions', 'front-end', 'html-questions', 'interview-questions', 'interview-test', 'js-questions']",a list of helpful front end related questions you can use to interview potential test yourself or completely ignore
4311796,"{'javascript': 936004, 'css': 102040, 'html': 35058, 'makefile': 251}",1073353,"{'javascript': 0.8720374378233442, 'css': 0.09506658107817278, 'html': 0.03266213445157371, 'makefile': 0.00023384664690926472}","['javascript', 'css', 'html', 'makefile']",javascript,4,['css html makefile'],User,262,43381,1025,7625,16035,[],google and thunderbird extension that lets you write email in markdown and render it before sending
724712,"{'rust': 33026907, 'python': 178932, 'javascript': 153126, 'makefile': 114305, 'c++': 110564, 'shell': 91083, 'dockerfile': 61986, 'css': 54550, 'c': 19089, 'roff': 12701, 'pascal': 11311, 'inno setup': 11273, 'assembly': 10801, 'xslt': 2439, 'puppet': 1180, 'renderscript': 892, 'logos': 863, 'html': 552, 'batchfile': 280, 'php': 265}",33863099,"{'rust': 0.9753066900344827, 'python': 0.005283981835212424, 'javascript': 0.004521913366523247, 'makefile': 0.0033755032284552575, 'c++': 0.0032650289921781817, 'shell': 0.002689742010912823, 'dockerfile': 0.0018304881074233637, 'css': 0.0016108980456868403, 'c': 0.0005637109586455746, 'roff': 0.0003750690390150057, 'pascal': 0.0003340214077866884, 'inno setup': 0.0003328992423286481, 'assembly': 0.00031896076611298926, 'xslt': 7.202530400422005e-05, 'puppet': 3.484619053914705e-05, 'renderscript': 2.6341357593999297e-05, 'logos': 2.5484968165494835e-05, 'html': 1.6300929811533198e-05, 'batchfile': 8.268587585560317e-06, 'php': 7.825627536333872e-06}","['rust', 'python', 'javascript', 'makefile', 'c++', 'shell', 'dockerfile', 'css', 'c', 'roff', 'pascal', 'inno setup', 'assembly', 'xslt', 'puppet', 'renderscript', 'logos', 'html', 'batchfile', 'php']",rust,20,['makefile python shell'],Organization,5304,42138,1438,6435,487245,['compiler'],empowering everyone to build reliable and efficient software
1181927,"{'c++': 6796976, 'python': 1711597, 'c': 745047, 'm4': 205974, 'shell': 141500, 'makefile': 121620, 'objective-c': 74733, 'java': 30291, 'assembly': 28453, 'html': 21860, 'scheme': 6044, 'objective-c++': 5497, 'qmake': 798}",9890390,"{'c++': 0.6872303316653843, 'python': 0.17305657309772415, 'c': 0.07533039647577093, 'm4': 0.0208256701707415, 'shell': 0.01430681702137125, 'makefile': 0.012296785061054215, 'objective-c': 0.007556122660481539, 'java': 0.0030626699250484563, 'assembly': 0.002876832966141881, 'html': 0.0022102262903687317, 'scheme': 0.000611098247895179, 'objective-c++': 0.0005557920365122103, 'qmake': 8.06843815056838e-05}","['c++', 'python', 'c', 'm4', 'shell', 'makefile', 'objective-c', 'java', 'assembly', 'html', 'scheme', 'objective-c++', 'qmake']",c++,13,['makefile python shell'],Organization,1131,42028,3502,25023,139992,"['bitcoin', 'c-plus-plus', 'cryptocurrency', 'cryptography', 'p2p']",bitcoin core integration and staging tree
5108051,"{'c++': 28449467, 'c': 1414776, 'cmake': 873949, 'java': 753801, 'python': 647033, 'cuda': 241100, 'objective-c++': 178002, 'javascript': 160259, 'shell': 20072, 'perl': 15865, 'powershell': 14591, 'html': 11029, 'objective-c': 9029, 'tex': 2012, 'batchfile': 1498, 'prolog': 843, 'dockerfile': 285}",32793611,"{'c++': 0.8675307821392405, 'c': 0.043141818081576924, 'cmake': 0.02664997764351111, 'java': 0.022986215211249533, 'python': 0.0197304590824109, 'cuda': 0.007352041835222111, 'objective-c++': 0.005427947535268379, 'javascript': 0.0048868970239355465, 'shell': 0.0006120704426237171, 'perl': 0.00048378325887929815, 'powershell': 0.00044493422819463216, 'html': 0.00033631550974974974, 'objective-c': 0.0002753280204488612, 'tex': 6.135341423669385e-05, 'batchfile': 4.56796294863655e-05, 'prolog': 2.570622674032451e-05, 'dockerfile': 8.690717225376613e-06}","['c++', 'c', 'cmake', 'java', 'python', 'cuda', 'objective-c++', 'javascript', 'shell', 'perl', 'powershell', 'html', 'objective-c', 'tex', 'batchfile', 'prolog', 'dockerfile']",c++,17,['c python shell'],Organization,1775,41751,2585,32132,478200,"['c-plus-plus', 'computer-vision', 'deep-learning', 'image-processing', 'opencv']",open source computer vision library
7508411,"{'java': 15810686, 'css': 12875, 'shell': 4964}",15828525,"{'java': 0.9988729840588432, 'css': 0.0008134049129656743, 'shell': 0.0003136110281911928}","['java', 'css', 'shell']",java,3,['css shell'],Organization,11,41716,2325,7001,110213,"['flow', 'reactive-streams', 'rxjava']",rxjava reactive extensions for the jvm a library for composing asynchronous and event based programs using observable sequences for the java vm
3214406,"{'javascript': 7121314, 'typescript': 232587, 'shell': 41071, 'html': 33817, 'coffeescript': 30540, 'powershell': 25516, 'css': 11438, 'batchfile': 3929, 'ruby': 2749, 'java': 946}",7503907,"{'javascript': 0.9490141602234676, 'typescript': 0.030995453435123863, 'shell': 0.0054732821182352075, 'html': 0.004506585702621315, 'coffeescript': 0.0040698798639162235, 'powershell': 0.0034003619714370126, 'css': 0.0015242726222486499, 'batchfile': 0.0005235939091462621, 'ruby': 0.000366342493317148, 'java': 0.00012606766048673044}","['javascript', 'typescript', 'shell', 'html', 'coffeescript', 'powershell', 'css', 'batchfile', 'ruby', 'java']",javascript,10,['css html shell'],Organization,164,41552,1778,5106,78301,"['build-system', 'framework', 'meteor', 'mongodb', 'nodejs', 'npm', 'reactive-programming', 'zero-configuration']",the javascript app platform
