id,topic,count,distribution
124,application iphone,23,0.002601809954751131
125,cocosd,23,0.002601809954751131
126,cocosd iphone,23,0.002601809954751131
127,wikihow,23,0.002601809954751131
128,activerecord,9,0.0010180995475113123
129,activerecord model,9,0.0010180995475113123
130,model,9,0.0010180995475113123
131,pagination,9,0.0010180995475113123
132,adapter,9,0.0010180995475113123
133,query,28,0.003167420814479638
134,flexible,9,0.0010180995475113123
135,fixture,9,0.0010180995475113123
136,change,9,0.0010180995475113123
137,intelligence,2,0.00022624434389140272
138,nonviral,2,0.00022624434389140272
139,content,6,0.0006787330316742081
140,content management,6,0.0006787330316742081
141,analysis,6,0.0006787330316742081
142,nginx generate,6,0.0006787330316742081
143,nginx,6,0.0006787330316742081
144,standalone,6,0.0006787330316742081
145,plugin subdomain,11,0.0012443438914027148
146,plugin snipmate,11,0.0012443438914027148
147,markdown,11,0.0012443438914027148
148,plugin application,11,0.0012443438914027148
149,support,13,0.0014705882352941176
150,openid support,13,0.0014705882352941176
151,openid,13,0.0014705882352941176
152,cakephp,13,0.0014705882352941176
153,group,13,0.0014705882352941176
154,safari,13,0.0014705882352941176
155,mysql support,13,0.0014705882352941176
156,multitouch,13,0.0014705882352941176
157,queue,13,0.0014705882352941176
158,queue support,13,0.0014705882352941176
159,couchdb,7,0.0007918552036199095
160,couchdb document,7,0.0007918552036199095
161,document,7,0.0007918552036199095
162,plugin couchdb,7,0.0007918552036199095
163,installation,7,0.0007918552036199095
164,collection,4,0.00045248868778280545
165,handy,4,0.00045248868778280545
166,developer,21,0.0023755656108597283
167,notepad,6,0.0006787330316742081
168,microsoft,2,0.00022624434389140272
169,language,2,0.00022624434389140272
170,nonviral cocoa,4,0.00045248868778280545
171,django,17,0.0019230769230769232
172,django admin,17,0.0019230769230769232
173,admin,17,0.0019230769230769232
174,microframework,17,0.0019230769230769232
175,presentation,17,0.0019230769230769232
176,delete,17,0.0019230769230769232
177,integration,8,0.0009049773755656109
178,continuous,8,0.0009049773755656109
179,continuous integration,8,0.0009049773755656109
180,twitter integration,8,0.0009049773755656109
181,facebook,10,0.0011312217194570137
182,session,8,0.0009049773755656109
183,rabbitmq integration,8,0.0009049773755656109
184,rabbitmq,8,0.0009049773755656109
185,useful,5,0.0005656108597285068
186,class,5,0.0005656108597285068
187,wrapper essential,5,0.0005656108597285068
188,scaffold,5,0.0005656108597285068
189,scaffold generator,5,0.0005656108597285068
190,method,5,0.0005656108597285068
191,wrapper,5,0.0005656108597285068
192,uitableviewcell,2,0.00022624434389140272
193,uitableviewcell subclass,2,0.00022624434389140272
194,reader,2,0.00022624434389140272
195,notepad application,2,0.00022624434389140272
