cluster_topic,cluster_topic_id,topic,topic_id,language,language_id
multi language browserscope agent parser,42,0,0,['javascript python'],0
calendar,2,0,0,['ruby shell'],0
timeless twitter bootstrap theme modern,32,0,0,['makefile ruby'],0
framework objective,20,0,0,['makefile shell'],0
admin template framework library design business,31,0,0,['html javascript'],0
regular expression visualization,42,0,0,['html ruby'],0
window,2,0,0,['perl shell'],0
redis,20,0,0,['css html'],0
development,48,0,0,['css shell'],0
douban,33,0,0,['python shell'],0
jquery plugin modal concept,18,0,0,['css html'],0
simple library,31,0,0,['css html'],0
filebeat github,17,0,0,['ruby shell'],0
component design,6,0,0,['html javascript'],0
elegant wysiwyg editor,19,0,0,['css html'],0
ffmpeg example,13,0,0,['python shell'],0
crash report management appstore,32,0,0,['css javascript'],0
native application,3,0,0,['python shell'],0
place solution search result relevance competition kaggle kaggle crowdflower search relevance,32,0,0,['makefile python'],0
simple library beautiful splash application,31,0,0,['css javascript'],0
prototype android,11,0,0,['javascript ruby'],0
yahoo mojito framework,20,0,0,['makefile shell'],0
source software mongodb,29,0,0,['css html'],0
front framework mobile native,42,0,0,['html javascript'],0
forum engine,42,0,0,['css html'],0
simple transition,14,0,0,['html javascript'],0
homomorphic machine learning,32,0,0,['python shell'],0
jquery plugin infinite canvas,18,0,0,['css html'],0
package manager requirejs compatible repository,32,0,0,['batchfile shell'],0
parallel machine learning,20,0,0,['makefile python'],0
client,22,0,0,['css html'],0
simple responsive,9,0,0,['html javascript'],0
medium wysiwyg editor clone,4,0,0,['javascript ruby'],0
gitlab issue tracker,20,0,0,['python shell'],0
xcode source editor xcode plugins,19,0,0,['css javascript'],0
mongodb admin,42,0,0,['css javascript'],0
simple,24,0,0,['ruby shell'],0
livereload window release livereload progress,2,0,0,['makefile shell'],0
ready mustache template macos cocoa,4,0,0,['css html'],0
motion graphic library solomka inspiration dribbble animation dribbble daryl,4,0,0,['css html'],0
continuous deployment webpage screenshots perceptual difference,32,0,0,['makefile shell'],0
workflow framework platform activiti,19,0,0,['css html'],0
scalable,28,0,0,['makefile shell'],0
general science course,47,0,0,['html python'],0
animation engine,8,0,0,['css html'],0
availability cluster failover cluster recovery,4,0,0,['html javascript'],0
overhead,4,0,0,['html makefile'],0
baseline responsive modular scale,9,0,0,['html javascript'],0
feedback online,4,0,0,['css html'],0
searchable value store,4,0,0,['python shell'],0
framework component,6,0,0,['css html'],0
tutorial isomorphic concept,8,0,0,['css html'],0
isobar front development standard memorize,32,0,0,['css javascript'],0
camera camera android lollipop,16,0,0,['c++ makefile'],0
performance websocket server spray active websocket connection,4,0,0,['javascript shell'],0
transition,14,0,0,['ruby shell'],0
xobotos android,16,0,0,['python shell'],0
chrome devtools,8,0,0,['python shell'],0
recursive server,20,0,0,['c++ makefile'],0
source,7,0,0,['python shell'],0
audio major browser,8,0,0,['css html'],0
kibana,10,0,0,['css html'],0
light package network request,32,0,0,['python shell'],0
stable server support support flashair client access,8,0,0,['c++ objective-c'],0
internet traffic,42,0,0,['python shell'],0
phpdev vagrant image,4,0,0,['ruby shell'],0
innovates visualization,32,0,0,['css html'],0
different approach,42,0,0,['css html'],0
project offensive operation,4,0,0,['objective-c python'],0
application platform,3,0,0,['css html'],0
interactive chart,12,0,0,['css html'],0
photo,21,0,0,['css html'],0
native performance modern simplicity,1,0,0,['makefile python'],0
presentation library,31,0,0,['css html'],0
google spreadsheet event,32,0,0,['javascript shell'],0
vector installable ligature,4,0,0,['css javascript'],0
implementation,25,0,0,['c c++'],0
loklak application,3,0,0,['css html'],0
fossasia static website,32,0,0,['css html'],0
recent tweet plugin,18,0,0,['css javascript'],0
perfect accessory,32,0,0,['makefile ruby'],0
experimental perspective preview cinema,42,0,0,['css javascript'],0
typographic,46,0,0,['css html'],0
linux distribution,16,0,0,['makefile shell'],0
gnome event fossasia community vietnam fossasia,32,0,0,['css html'],0
launcher lightweight linux distribution,42,0,0,['css shell'],0
project management application,3,0,0,['css html'],0
library state management,31,0,0,['makefile shell'],0
simulate protocol interaction,8,0,0,['html javascript'],0
canonical repository,47,0,0,['c shell'],0
dijkstra algorithm shortest,20,0,0,['javascript shell'],0
style admin theme,4,0,0,['css ruby'],0
mongodb river plugin,18,0,0,['html javascript'],0
photorealistic shadow,32,0,0,['css html'],0
spotlight focus element overlay layer,32,0,0,['css html'],0
experimental distortion filter adrien denat,42,0,0,['html javascript'],0
powerful replacement,41,0,0,['c++ makefile'],0
nswindow subclass customizable title traffic light,4,0,0,['c ruby'],0
business intelligence,4,0,0,['makefile shell'],0
source science,29,0,0,['css javascript'],0
android,11,0,0,['python shell'],0
freetile jquery layout plugin,18,0,0,['css html'],0
simple uiview popover control,8,0,0,['c ruby'],0
plcamerastreamingkit plmediastreamingkit,2,0,0,['ruby shell'],0
level,5,0,0,['html javascript'],0
automatic video conversion,32,0,0,['c++ python'],0
android plugin development library frontia android emergent installation,16,0,0,['c makefile'],0
cross platform programmer editor,19,0,0,['python shell'],0
source buffer clone,29,0,0,['javascript makefile'],0
object property,32,0,0,['html javascript'],0
simple single process process,8,0,0,['makefile shell'],0
training course,47,0,0,['css html'],0
babel application stack electron,3,0,0,['css html'],0
visual studio,32,0,0,['css html'],0
interesting,4,0,0,['c++ makefile'],0
express middleware enable distribution,42,0,0,['css html'],0
popover mimic facebook popover,32,0,0,['ruby shell'],0
portfolio material module,32,0,0,['html javascript'],0
github,49,0,0,['ruby shell'],0
project style sheet webpage style,4,0,0,['css html'],0
example opengl,13,0,0,['objective-c python'],0
symbol template sketch,4,0,0,['css html'],0
readable,37,0,0,['makefile shell'],0
simple elasticsearch cluster,4,0,0,['html ruby'],0
deploy wordpress multiple environment,32,0,0,['python shell'],0
application starter,3,0,0,['css html'],0
navigation,20,0,0,['objective-c python'],0
private checker iosapi developer private usage,42,0,0,['css html'],0
duitang waterfall,8,0,0,['css javascript'],0
,4,0,0,['ruby shell'],0
relational database sensor,32,0,0,['c++ makefile'],0
customizable input progressive sense,8,0,0,['css html'],0
evernote replacement,41,0,0,['css html'],0
generate interactive specificity graph,12,0,0,['css html'],0
reactive runner,42,0,0,['html shell'],0
training course repository,47,0,0,['css html'],0
angular,42,0,0,['ruby shell'],0
simple jquery plugin tumblr photoset,18,0,0,['css html'],0
video connection,2,0,0,['css makefile'],0
scalable,28,0,0,['css html'],0
example,13,0,0,['css html'],0
chrome client,22,0,0,['html javascript'],0
modular content,42,0,0,['css html'],0
basho,20,0,0,['html javascript'],0
regardless current position component,42,0,0,['javascript ruby'],0
responsive design,9,0,0,['css javascript'],0
frontend engineering solution,32,0,0,['html ruby'],0
objective quickcheck apple platform,19,0,0,['ruby shell'],0
template whatthefuckismymashup style,4,0,0,['css html'],0
plugin jquery mobile interface precious space,18,0,0,['html shell'],0
supercharge jekyll development yeoman jekyllrb,32,0,0,['html ruby'],0
vague experimental script element thanks filter,42,0,0,['css html'],0
markdown support,8,0,0,['css html'],0
ecmascript runtime,42,0,0,['css javascript'],0
source visualization cookbook,29,0,0,['css html'],0
brass buckle underscore utility,4,0,0,['css html'],0
plugin,18,0,0,['perl shell'],0
efficient implementation pattern detection,20,0,0,['c python'],0
elegance,39,0,0,['python shell'],0
android image filter,16,0,0,['c makefile'],0
automatic sprite generator,32,0,0,['css html'],0
whole,43,0,0,['css html'],0
lambda,34,0,0,['css shell'],0
interactive concept sidebar search indicator,8,0,0,['css javascript'],0
detexify backend,42,0,0,['ruby shell'],0
neural network,44,0,0,['python shell'],0
injection,27,0,0,['c python'],0
native android,16,0,0,['objective-c python'],0
dynamic component styling native powerful mixins developer,42,0,0,['html shell'],0
window individual,2,0,0,['css html'],0
xcode plugin implement cocoapods,18,0,0,['c makefile'],0
operation interface addons package,32,0,0,['css html'],0
source,7,0,0,['css html'],0
apple project,3,0,0,['objective-c python'],0
progressbar interaction twitter bootstrap,32,0,0,['javascript ruby'],0
injects legal procedure,8,0,0,['css html'],0
sudoku,4,0,0,['objective-c python'],0
recognition controller stack,8,0,0,['c ruby'],0
experimental protocol version,8,0,0,['python shell'],0
librecrypt transparent encryption window compatible,2,0,0,['html javascript'],0
generic django project application,3,0,0,['makefile shell'],0
replay session,8,0,0,['css html'],0
annotation,4,0,0,['ruby shell'],0
diagnostics adapter standalone diagnose remote debug protocol,8,0,0,['c objective-c'],0
embeddable cross platform,19,0,0,['css html'],0
unique feature,32,0,0,['html python'],0
skype external service,4,0,0,['ruby shell'],0
image github,17,0,0,['css html'],0
experimental multicore,42,0,0,['makefile shell'],0
ultimate configuration development github,32,0,0,['makefile shell'],0
recurrent network library,31,0,0,['python shell'],0
message queue,42,0,0,['html javascript'],0
source software,29,0,0,['html makefile'],0
soundcloud client,22,0,0,['ruby shell'],0
universal styleguide generator styleguide generation development workflow,32,0,0,['css javascript'],0
polymer version gmail,32,0,0,['javascript shell'],0
library admin panel website,31,0,0,['css html'],0
semantic angular integration,42,0,0,['html javascript'],0
performance micha gorelick ozsvald,4,0,0,['c makefile'],0
binding,26,0,0,['objective-c shell'],0
multi region value store infrastructure secret,4,0,0,['makefile shell'],0
level visualisation,5,0,0,['css html'],0
legacy github kolide envdb environment question,4,0,0,['makefile shell'],0
macos usage,42,0,0,['c c++'],0
basic,36,0,0,['c++ makefile'],0
peinjector infector,42,0,0,['python shell'],0
personal assistant,42,0,0,['css html'],0
configure touch passcode,4,0,0,['ruby shell'],0
project location github,3,0,0,['css html'],0
medium,4,0,0,['css html'],0
selenium webdriver,32,0,0,['ruby shell'],0
jquery plugin select input,18,0,0,['css javascript'],0
detect memory project,3,0,0,['ruby shell'],0
simple,24,0,0,['css html'],0
framework local model landmark detection algorithm,20,0,0,['python shell'],0
spectacular thing,42,0,0,['html ruby'],0
reverse engineering framework,6,0,0,['c++ shell'],0
commerce component,6,0,0,['javascript shell'],0
cross platform webshell,19,0,0,['python shell'],0
responsive,9,0,0,['css html'],0
photo support,8,0,0,['css html'],0
hierarchical profiler,32,0,0,['css javascript'],0
facebook clone,32,0,0,['css html'],0
angular directive,42,0,0,['css html'],0
interactive debugger,12,0,0,['ruby shell'],0
source opengl supebible edition example,4,0,0,['objective-c shell'],0
front developer quality grunt phantomas,42,0,0,['css html'],0
github,49,0,0,['javascript ruby'],0
linux native process android bridge,16,0,0,['c++ makefile'],0
network daemon,44,0,0,['c++ python'],0
multiplayer party,20,0,0,['python shell'],0
collaborative virtual machine,4,0,0,['css html'],0
kernel driver external drive smart,4,0,0,['c makefile'],0
tokyo cabinet objective object,32,0,0,['c++ objective-c'],0
modern,1,0,0,['makefile shell'],0
hacker front,4,0,0,['css html'],0
install application homebrew,3,0,0,['html shell'],0
browser editor google drive,4,0,0,['css html'],0
spring example,13,0,0,['css javascript'],0
minimal boilerplate firebase website,8,0,0,['css html'],0
reactive socket middleware,0,0,0,['batchfile shell'],0
yeoman generator facebook famous official twitter bootstrap version,32,0,0,['css html'],0
visualizer debugger reactive stream,42,0,0,['javascript makefile'],0
application network storage visual representation,32,0,0,['c c++'],0
legacy privacy badger,42,0,0,['python shell'],0
portfolio,32,0,0,['javascript ruby'],0
development environment boxen kitchenplan,32,0,0,['makefile shell'],0
standard,8,0,0,['c shell'],0
desktop version script,32,0,0,['css html'],0
leaflet label marker shape,4,0,0,['css html'],0
jquery plugin jquery cycle plugin fullscreen background slideshow,18,0,0,['css html'],0
simple application mongodb creates beautiful minimalistic template,42,0,0,['css html'],0
yangyang setting,4,0,0,['javascript shell'],0
small project quick prototype,3,0,0,['html javascript'],0
wordpress plugin skeleton pattern,18,0,0,['css javascript'],0
simple plugin,18,0,0,['css html'],0
torrent index backup,42,0,0,['css html'],0
maverix bootstrap theme angularjs boilerplate,32,0,0,['css javascript'],0
mirror mirror capable programmer,8,0,0,['css html'],0
experimental scroll behavior,8,0,0,['css html'],0
processing technique computer graphic siggraph,4,0,0,['c makefile'],0
cocktail backbone,32,0,0,['css html'],0
thinktecture identityserver light weight security token service,4,0,0,['css html'],0
simple plugin field label support label entry,18,0,0,['css html'],0
shadowsocks,38,0,0,['python shell'],0
scroll,40,0,0,['python shell'],0
extraction wikipedia,32,0,0,['makefile shell'],0
native markdown,42,0,0,['makefile ruby'],0
emulator jailbreak,4,0,0,['javascript ruby'],0
angular provider progress,42,0,0,['css javascript'],0
